# ID_1        photz   SED   chisq       RA            Dec          rflux      f814w     f105w        f140w          ch1      ech1       
  9.000232    0.85    8     40.84       175.6950799   15.4579806   0.0        0.37622   0.29807132   0.18286061     0.0      1.4258538  
  9.000233    1.02    8     49.97       175.6754373   15.4578855   0.0        0.0       0.47376195   0.45767814     0.0      1.4258538  
  9.000234    0.97    8     38.4        175.671716    15.4577895   0.0        0.0       0.36388168   0.28763396     0.0      1.4258538  
  9.000235    0.9     8     710.71      175.6699712   15.4576403   0.0        0.0       1.0952675    0.49490312     0.0      1.4258538  
  9.000236    0.92    8     512.77      175.67005     15.4573526   0.0        0.0       1.0474184    0.5862464      0.0      1.4258538  
  9.000237    0.93    1     33.83       175.6916436   15.4573785   0.0        0.0       0.7889331    1.1860969      0.0      1.4258538  
  9.000238    1.25    0     22.77       175.6971033   15.4572542   0.0        0.45344   2.327878     4.768263       12.434   1.4259     
  9.000239    1.06    3     60.81       175.6990877   15.4571992   0.0        0.8625    1.9319692    3.4520748      13.373   1.4259     
  9.000240    0.89    8     66.9        175.705829    15.4572485   0.0        0.0       0.712722     0.8732934      0.0      1.4258538  
  9.000241    1.02    2     9.31        175.6996354   15.4572355   0.0        0.0       0.36972615   0.6125763      0.0      1.4258538  
  9.000242    0.97    8     37.62       175.7088208   15.4572404   0.0        0.0       0.36958998   0.3036688      0.0      1.4258538  
  9.000243    1.08    4     2341.9      175.6910349   15.4569074   1.0397     2.7879    15.742736    27.059526      104.19   1.4259     
  9.000244    1.13    9     3609.0      175.6916214   15.4567675   0.5821     1.2612    6.99198      12.43484       104.19   1.4259     
  9.000245    0.16    8     38.29       175.7036445   15.457159    0.6924     0.65283   0.8924835    0.9839209      0.0      1.4258538  
  9.000246    0.95    1     62.38       175.7060919   15.4570855   0.0        0.0       0.87683964   1.3119588      0.0      1.4258538  
  9.000247    0.98    8     64.05       175.6701872   15.4570983   0.0        0.31681   0.7100357    0.78371865     0.0      1.4258538  
  9.000248    1.14    8     123.71      175.679663    15.4569954   0.5653     0.42376   1.7456621    2.1492167      0.0      1.4258538  
  9.000249    1.02    2     29.82       175.6827414   15.4570416   0.0        0.0       0.66099805   1.0940576      0.0      1.4258538  
  9.000250    0.92    1     22.49       175.6868765   15.4570712   0.0        0.0       0.46915913   0.6439323      0.0      1.4258538  
  9.000251    1.24    1     2.84        175.6782212   15.4570718   0.0        0.0       0.21911907   0.4546531      0.0      1.4258538  
  9.000252    1.07    8     154.79      175.7013227   15.4568172   0.57369    0.97194   2.7042086    3.2050898      12.597   1.4259     
  9.000253    1.13    3     180.18      175.6950009   15.4568249   0.43347    2.3957    9.848276     18.693052      64.478   1.4259     
  9.000254    0.52    8     22.05       175.7030028   15.4569758   0.24808    0.0       0.3268889    0.3694198      0.0      1.4258538  
  9.000255    0.76    1     8.37        175.6864733   15.4569553   0.0        0.24754   0.31034172   0.4387329      0.0      1.4258538  
  9.000256    0.14    2     31.27       175.6801315   15.4568198   0.60134    1.3232    1.4754354    1.7051406      0.0      1.4258538  
  9.000257    1.09    8     37.77       175.6857261   15.4568411   0.17447    0.0       0.71607774   1.0237648      0.0      1.4258538  
  9.000258    0.91    1     27.81       175.6884531   15.4568076   0.0        0.0       0.658628     0.9407629      0.0      1.4258538  
  9.000259    1.1     4     103.82      175.6731683   15.4565644   0.29295    1.1491    4.569621     8.114844       31.311   1.4259     
  9.000260    0.46    8     63.84       175.707514    15.4566125   0.42205    0.0       0.30132848   0.6366785      0.0      1.4258538  
  9.000261    1.22    0     51.57       175.7010268   15.456506    0.0        0.0       1.1210892    2.2210596      12.597   1.4259     
  9.000262    1.02    1     239.96      175.6798197   15.4563178   0.64798    1.7972    7.127877     11.528165      36.712   1.4259     
  9.000263    0.95    2     47.19       175.7102032   15.4564474   0.29201    0.0       0.5852214    0.57894886     0.0      1.4258538  
  9.000264    0.97    1     23.08       175.6882401   15.4564209   0.0        0.0       0.5522811    0.8571172      0.0      1.4258538  
  9.000265    0.98    8     341.93      175.6702699   15.4563853   0.0        0.0       1.1351157    0.96108145     0.0      1.4258538  
  9.000266    1.03    7     143.49      175.6809004   15.4562965   0.40667    0.0       1.632451     2.5209265      0.0      1.4258538  
  9.000267    0.95    8     42.83       175.6766662   15.4563681   0.0        0.0       0.35376933   0.24895461     0.0      1.4258538  
  9.000268    0.72    8     1056.7      175.6887517   15.4563718   1.3242     0.0       0.25545838   0.40839478     0.0      1.4258538  
  9.000269    0.14    8     22.48       175.7004554   15.4563324   0.3958     0.3954    0.62459743   0.59962565     0.0      1.4258538  
  9.000270    0.45    8     369.42      175.6884823   15.45625     1.3242     1.196     1.3611945    1.7141159      0.0      1.4258538  
  9.000271    1.05    3     20.21       175.6844265   15.4561603   0.20006    1.1841    4.2985325    7.6179867      21.496   1.4259     
  9.000272    1.03    8     9.45        175.7074549   15.4562848   0.0        0.0       0.2170502    0.2187964      0.0      1.4258538  
  9.000273    0.77    1     19.44       175.6867479   15.4562196   0.21482    0.49536   0.53673536   0.4998966      0.0      1.4258538  
  9.000274    1.0     2     17.4        175.6930748   15.4562234   0.0        0.0       0.493583     0.7992455      0.0      1.4258538  
  9.000275    1.04    8     16.31       175.6717648   15.456183    0.0        0.0       0.30058008   0.3162279      0.0      1.4258538  
  9.000276    1.48    1     9.96        175.6728442   15.4560306   0.0        0.0       0.31768754   0.8736957      0.0      1.4258538  
  9.000277    0.9     1     16.06       175.6702829   15.4559825   0.0        0.0       0.38064504   0.5096596      0.0      1.4258538  
  9.000278    1.07    4     137.77      175.6876377   15.4558696   0.15541    0.5709    3.3719428    5.7687297      23.955   1.4259     
  9.000279    1.12    0     2147.9      175.6888419   15.4556539   1.2973     1.4496    15.240535    27.481485      74.488   1.4259     
  9.000280    0.11    3     30.99       175.6809208   15.4558008   0.64947    0.94458   1.7456621    1.91003        0.0      1.4258538  
  9.000281    0.93    1     4.66        175.6776683   15.4559421   0.0        0.0       0.2239547    0.31774607     0.0      1.4258538  
  9.000282    0.9     1     90.8        175.7096749   15.4558244   0.17051    0.0       0.5090028    0.31692767     0.0      1.4258538  
  9.000283    1.11    0     56.44       175.6857843   15.4557199   0.0        0.95711   3.2559686    6.0267086      19.251   1.4259     
  9.000284    0.93    1     82.05       175.7014647   15.4557173   0.0        0.0       1.2080369    1.7886287      0.0      1.4258538  
  9.000285    1.03    3     43.38       175.6737872   15.4556476   0.21898    0.0       0.5498955    0.57862896     0.0      1.4258538  
  9.000286    1.11    9     1121.0      175.6820562   15.4553991   1.8564     2.9736    12.582305    19.806156      60.298   1.4259     
  9.000287    0.95    1     654.69      175.6816135   15.455081    0.0        0.36134   3.2332568    4.9317403      0.0      1.4258538  
  9.000288    1.09    1     30.09       175.6896521   15.4556576   0.0        0.0       0.695601     1.2328782      0.0      1.4258538  
  9.000289    1.0     1     43.93       175.6987919   15.4556591   0.0        0.0       0.7788973    1.2485335      0.0      1.4258538  
  9.000290    1.01    3     120.66      175.6703684   15.4555601   0.26851    0.0       0.9595778    0.9378215      0.0      1.4258538  
  9.000291    0.46    8     181.02      175.6998193   15.4556057   0.74886    0.0       0.66982317   1.122329       0.0      1.4258538  
  9.000292    1.04    9     92.13       175.7056162   15.4555836   0.48475    0.0       0.896603     1.0767632      0.0      1.4258538  
  9.000293    0.96    1     30.72       175.7081422   15.4555322   0.0        0.0       0.6177321    0.9272571      0.0      1.4258538  
  9.000294    0.97    2     114.87      175.6922686   15.4554571   0.17817    0.79491   3.0383668    5.2148304      0.0      1.4258538  
  9.000295    0.92    8     26.8        175.7009608   15.4555608   0.0        0.0       0.2426611    0.13871396     0.0      1.4258538  
  9.000296    1.15    1     2.5         175.6949397   15.4553773   0.0        0.0       0.20574068   0.3856916      0.0      1.4258538  
  9.000297    1.04    2     19.63       175.6848218   15.4552892   0.0        0.0       0.5419013    0.91217923     0.0      1.4258538  
  9.000298    1.09    9     4419.5      175.6865436   15.4549391   4.7198     0.75949   7.0022917    8.7910385      0.0      1.4258538  
  9.000299    0.91    8     253.2       175.6704061   15.4551081   0.0        0.0       0.7008744    0.3612769      0.0      1.4258538  
  9.000300    0.88    8     900.88      175.6705584   15.454838    0.0        0.0       0.97714764   0.21964443     0.0      1.4258538  
  9.000301    0.54    8     5.01        175.6834044   15.4551453   0.30152    0.60029   0.600344     0.8408532      0.0      1.4258538  
  9.000302    0.94    1     19.75       175.7020697   15.4551691   0.0        0.0       0.47629955   0.6926601      0.0      1.4258538  
  9.000303    1.17    8     87.57       175.6803412   15.4550754   0.38534    0.0       1.1579243    1.5219493      0.0      1.4258538  
  9.000304    0.9     1     150.77      175.694695    15.4550544   0.0        0.0       1.3623233    1.8537031      0.0      1.4258538  
  9.000305    0.85    1     75.99       175.7006629   15.4549543   0.0        0.23605   1.086026     1.4204966      0.0      1.4258538  
  9.000306    1.2     1     6.65        175.691389    15.454996    0.0        0.0       0.33850116   0.6702552      0.0      1.4258538  
  9.000307    0.49    9     58.36       175.6943595   15.4550153   0.36028    0.0       0.46076575   0.73390555     0.0      1.4258538  
  9.000308    1.07    1     19.0        175.6823919   15.4549556   0.0        0.0       0.5444527    0.94432217     0.0      1.4258538  
  9.000309    0.89    8     7.5         175.6994908   15.4549383   0.0        0.0       0.23794697   0.29058966     0.0      1.4258538  
  9.000310    0.93    3     199.43      175.6768885   15.4547896   0.42772    0.50063   1.5995587    1.5143986      0.0      1.4258538  
  9.000311    1.07    3     1600.5      175.6869131   15.4542516   0.0        1.967     12.646205    22.300789      60.678   1.4259     
  9.000312    1.02    2     11.76       175.7018464   15.4548449   0.0        0.0       0.415681     0.6892871      0.0      1.4258538  
  9.000313    0.63    6     91.88       175.7099208   15.4545716   2.0268     5.8173    9.344589     14.384017      22.845   1.4259     
  9.000314    1.21    8     46.3        175.6970076   15.4546101   0.25267    0.0       0.9147032    1.1912425      0.0      1.4258538  
  9.000315    1.03    1     481.12      175.689715    15.4543621   1.0438     2.3345    10.520593    17.357222      48.464   1.4259     
  9.000316    1.21    8     21.0        175.7075625   15.4546023   0.20095    0.0       0.3850527    0.5373289      0.0      1.4258538  
  9.000317    1.04    8     65.48       175.7057567   15.4544641   0.87684    1.4935    3.811713     5.499462       17.968   1.4259     
  9.000318    0.29    4     95.8        175.690612    15.4541933   1.3372     1.7197    3.3728745    4.6280727      0.0      1.4258538  
  9.000319    0.97    7     72.51       175.6991389   15.4544143   0.20677    0.0       1.1621982    1.6761782      0.0      1.4258538  
  9.000320    0.98    1     137.02      175.7048364   15.4543283   0.0        0.0       1.7554975    2.883236       0.0      1.4258538  
  9.000321    1.04    8     8.12        175.6717255   15.4544019   0.0        0.0       0.21508007   0.22887596     0.0      1.4258538  
  9.000322    1.05    2     140.33      175.6783669   15.4543033   0.16105    0.0       1.9487683    3.456529       0.0      1.4258538  
  9.000323    0.89    8     345.15      175.6706045   15.4542761   0.0        0.0       0.66209483   0.20956568     0.0      1.4258538  
  9.000324    0.5     8     475.37      175.6880724   15.4541165   1.2604     0.0       1.7084419    2.2874951      0.0      1.4258538  
  9.000325    0.89    8     411.21      175.6985375   15.454056    0.0        0.0       1.8151821    2.3285213      0.0      1.4258538  
  9.000326    0.96    7     118.64      175.6852105   15.4539641   0.25445    0.0       1.473127     2.1150477      0.0      1.4258538  
  9.000327    0.12    8     1986.5      175.7087998   15.4536241   10.807     14.097    16.6127      19.729687      0.0      1.4258538  
  9.000328    1.16    7     4058.9      175.7001679   15.453591    6.1072     5.6416    22.671497    34.712048      100.37   1.4259     
  9.000329    0.94    8     18.04       175.693195    15.4539824   0.0        0.22488   0.38459194   0.43575278     0.0      1.4258538  
  9.000330    0.79    1     39.11       175.682978    15.4538497   0.20461    0.49792   0.5583161    0.5009105      0.0      1.4258538  
  9.000331    0.87    1     86.81       175.673984    15.4537243   0.24538    1.0105    3.1529727    5.042898       0.0      1.4258538  
  9.000332    1.15    0     12080.0     175.6975652   15.4530942   4.6047     4.8426    40.99399     77.41056       149.52   1.4259     
  9.000333    1.11    2     2576.0      175.6984962   15.4528071   1.725      1.4906    9.695276     18.397558      0.0      1.4258538  
  9.000334    0.93    8     81.82       175.6706539   15.4537262   0.0        0.0       0.45511398   0.28952107     0.0      1.4258538  
  9.000335    0.81    8     48.61       175.6838147   15.4536923   0.0        0.60195   0.25977668   0.27034613     0.0      1.4258538  
  9.000336    0.93    1     126.39      175.7012242   15.4535845   0.0        0.0       1.4834749    2.181927       0.0      1.4258538  
  9.000337    1.07    4     197.5       175.6919393   15.453506    0.16669    0.0       2.4658134    4.175228       19.142   1.4259     
  9.000338    1.06    9     180.22      175.6921166   15.4531955   0.0        0.0       0.8234556    1.394698       19.142   1.4259     
  9.000339    1.03    1     894.63      175.6897277   15.4532418   1.0302     2.3014    11.668102    19.059881      55.029   1.4259     
  9.000340    1.03    4     440.11      175.6826787   15.4531073   0.6697     2.3352    10.297225    17.482367      57.969   1.4259     
  9.000341    0.96    8     260.51      175.6707891   15.4532912   0.0        0.0       0.91024894   0.67932904     0.0      1.4258538  
  9.000342    1.0     6     58.8        175.6761314   15.4531818   0.37157    0.0       0.71535265   0.776033       0.0      1.4258538  
  9.000343    0.95    1     54.26       175.6785538   15.4531938   0.0        0.0       1.0048938    1.5232114      0.0      1.4258538  
  9.000344    1.16    0     116.21      175.6940916   15.4531204   0.2077     0.0       2.291924     4.276812       16.488   1.4259     
  9.000345    0.97    2     311.52      175.6993942   15.45311     0.0        0.44842   3.4157038    5.6927247      0.0      1.4258538  
  9.000346    0.85    1     190.01      175.6726885   15.4531583   0.29515    0.0       0.5522811    0.24553883     0.0      1.4258538  
  9.000347    1.13    2     366.39      175.7090482   15.4529855   0.0        0.0       2.8436766    5.489341       0.0      1.4258538  
  9.000348    0.94    1     20.75       175.7083971   15.4530202   0.0        0.0       0.48707986   0.70696867     0.0      1.4258538  
  9.000349    0.92    8     21.74       175.670804    15.4529628   0.0        0.0       0.21208999   0.11551548     0.0      1.4258538  
  9.000350    0.21    8     5816.3      175.6868696   15.4528379   5.505      3.1957    6.68098      6.412689       0.0      1.4258538  
  9.000351    0.93    1     124.04      175.6885522   15.4528149   0.20058    0.82149   3.21307      5.287863       0.0      1.4258538  
  9.000352    1.04    8     13.7        175.6905332   15.4528608   0.0        0.0       0.28056931   0.29964027     0.0      1.4258538  
  9.000353    0.17    5     1301.2      175.6994249   15.4525598   4.8111     4.2883    10.110211    12.273268      0.0      1.4258538  
  9.000354    1.03    1     671.14      175.6840502   15.4524483   0.81718    2.4466    11.092775    18.309656      54.724   1.4259     
  9.000355    1.01    8     416.33      175.6843176   15.451897    0.0        0.0       1.6224084    1.8053449      0.0      1.4258538  
  9.000356    1.05    8     44.93       175.6715712   15.4527017   0.13197    0.0       0.5434507    0.5640014      0.0      1.4258538  
  9.000357    1.01    8     46.98       175.6898932   15.4526495   0.0        0.0       0.44557434   0.41848528     0.0      1.4258538  
  9.000358    0.98    8     79.62       175.6710594   15.4525899   0.0        0.0       0.5486308    0.46575785     0.0      1.4258538  
  9.000359    0.09    8     65.72       175.70881     15.4522316   3.2976     0.0       5.030373     5.833916       0.0      1.4258538  
  9.000360    1.12    5     248.61      175.7096735   15.4521665   0.95491    0.0       11.216057    20.342306      72.635   1.4259     
  9.000361    0.85    1     96.15       175.7092286   15.452068    0.0        0.0       1.3451174    1.9978375      0.0      1.4258538  
  9.000362    0.94    2     50.91       175.6846783   15.4524111   0.0        0.41748   1.6672479    2.7547374      0.0      1.4258538  
  9.000363    0.97    8     1119.5      175.6859526   15.4522063   1.2372     2.8769    6.2956443    7.166716       0.0      1.4258538  
  9.000364    1.14    8     871.82      175.693984    15.4523094   1.5207     0.0       2.9842844    3.8865137      0.0      1.4258538  
  9.000365    1.04    8     30.66       175.6922587   15.4523795   0.0        0.0       0.40723038   0.42422882     0.0      1.4258538  
  9.000366    1.02    8     1534.3      175.6709885   15.4521337   0.0        0.0       2.6116815    2.5109622      0.0      1.4258538  
  9.000367    0.48    8     190.71      175.6825726   15.4522378   0.82058    0.0       1.0529317    1.3488392      0.0      1.4258538  
  9.000368    1.22    8     171.38      175.68304     15.4519143   0.72544    0.26534   2.0327322    3.3750498      14.728   1.4259     
  9.000369    0.96    8     557.29      175.6834149   15.4516944   0.0        0.0       1.9707893    2.493677       14.728   1.4259     
  9.000370    1.11    4     1196.4      175.6805128   15.4513982   1.1529     2.1926    13.529452    23.944193      80.955   1.4259     
  9.000371    0.78    8     1188.1      175.6919016   15.4519208   0.78567    1.1355    1.3399241    1.6556182      12.955   1.4259     
  9.000372    0.92    8     219.88      175.692227    15.4518392   1.0506     3.4693    5.249044     6.477392       12.955   1.4259     
  9.000373    0.96    8     88.67       175.7002229   15.4520484   1.3015     2.4745    4.411235     5.5187435      15.958   1.4259     
  9.000374    0.96    1     258.03      175.7037954   15.4518095   0.26656    0.0       2.4975846    3.9094908      0.0      1.4258538  
  9.000375    1.18    2     186.43      175.7103014   15.4517779   0.29607    0.0       1.5796475    3.2879121      0.0      1.4258538  
  9.000376    1.03    2     44.83       175.6779418   15.4517054   0.0        0.0       1.0038763    1.7678287      0.0      1.4258538  
  9.000377    0.99    8     19.36       175.6966579   15.451751    0.0        0.0       0.3540627    0.39821735     0.0      1.4258538  
  9.000378    0.96    1     160.86      175.6850637   15.4515557   0.35968    1.283     4.459439     6.790163       20.906   1.4259     
  9.000379    1.09    9     303.53      175.6854317   15.4514731   0.25913    0.0       1.4697388    2.1189475      20.906   1.4259     
  9.000380    0.83    2     62.17       175.7060984   15.4516527   0.33997    0.50387   0.8978425    0.8711244      0.0      1.4258538  
  9.000381    1.06    3     38.13       175.7109428   15.4516306   0.2383     0.0       0.6244249    0.6970119      0.0      1.4258538  
  9.000382    1.01    5     503.64      175.6782967   15.4522173   1.4847     0.55101   2.985109     3.515606       0.0      1.4258538  
  9.000383    1.05    3     123.24      175.6796478   15.4515059   0.77453    0.3782    1.7098587    2.0783572      0.0      1.4258538  
  9.000384    1.16    9     2356.4      175.6807911   15.45196     0.94903    1.1732    5.7974925    9.431053       80.955   1.4259     
  9.000385    0.95    2     19.27       175.7044033   15.4514064   0.0        0.27833   1.0065612    1.6709374      0.0      1.4258538  
  9.000386    1.05    4     291.64      175.6940544   15.4513041   0.62523    1.9947    9.480696     16.49378       48.349   1.4259     
  9.000387    1.13    1     88.33       175.6895906   15.4513457   0.0        0.66988   1.839417     3.5816257      0.0      1.4258538  
  9.000388    1.02    9     125.21      175.6744211   15.4512755   0.57412    0.0       0.99954003   1.2028188      0.0      1.4258538  
  9.000389    1.03    2     74.8        175.6970823   15.4512327   0.0        0.0       1.3454891    2.3152623      0.0      1.4258538  
  9.000390    0.28    1     6.18        175.6891189   15.4518191   0.39708    0.62396   0.982472     1.3303325      0.0      1.4258538  
  9.000391    1.09    8     59.17       175.6862356   15.4511623   0.25652    0.0       1.0720133    1.5240535      0.0      1.4258538  
  9.000392    1.07    6     254.84      175.6711582   15.4511792   0.0        0.0       0.7937435    1.0240477      35.095   1.4259     
  9.000393    0.95    8     9.95        175.6959782   15.4512272   0.13771    0.0       0.23705012   0.24268346     0.0      1.4258538  
  9.000394    1.17    8     22.84       175.6978321   15.4511204   0.17072    0.0       0.54210097   0.8059724      0.0      1.4258538  
  9.000395    0.84    8     3.292E9     175.7008356   15.4511304   0.0        3619.4    0.43893498   0.66889846     0.0      1.4258538  
  9.000396    0.99    0     69.61       175.7104218   15.4509743   0.0        0.67708   1.6155492    2.9708464      0.0      1.4258538  
  9.000397    1.08    4     405.65      175.6851251   15.4506913   0.79543    1.833     9.379943     16.44524       54.876   1.4259     
  9.000398    1.38    3     134.97      175.7097228   15.450874    0.0        0.0       1.5247554    3.615765       22.037   1.4259     
  9.000399    0.97    1     109.25      175.7024091   15.4508202   0.27629    0.0       1.523913     2.4902341      0.0      1.4258538  
  9.000400    1.01    3     923.53      175.677194    15.4507393   0.99312    0.0       2.7948608    2.770513       0.0      1.4258538  
  9.000401    1.08    1     12.66       175.6832875   15.4508609   0.0        0.0       0.44849765   0.78762627     0.0      1.4258538  
  9.000402    1.07    5     126.9       175.6711885   15.4508338   0.0        0.0       0.6580216    0.7304663      35.095   1.4259     
  9.000403    1.0     8     63.5        175.6713173   15.4506603   0.0        0.0       0.50769186   0.4620832      0.0      1.4258538  
  9.000404    1.01    2     68.79       175.6881973   15.4507742   0.0        0.0       1.2646204    2.1226587      0.0      1.4258538  
  9.000405    0.13    1     101.1       175.7086579   15.4507476   0.68077    1.1279    1.3120795    1.2444005      0.0      1.4258538  
  9.000406    0.89    8     6.12        175.7049638   15.4507542   0.0        0.0       0.22015075   0.2790488      0.0      1.4258538  
  9.000407    0.23    2     78.1        175.6734044   15.4505868   1.8522     3.6637    5.6311903    7.3756485      0.0      1.4258538  
  9.000408    1.04    7     4047.4      175.6824532   15.4503546   2.2387     5.2341    18.492695    25.898834      58.473   1.4259     
  9.000409    0.54    8     98.3        175.6818206   15.4502914   0.63856    0.43327   0.88470846   0.8450457      0.0      1.4258538  
  9.000410    0.44    8     70.88       175.6727113   15.4506203   0.56483    0.45403   0.51475453   0.6372065      0.0      1.4258538  
  9.000411    0.47    8     32.25       175.6867918   15.4507048   0.29769    0.0       0.22561096   0.36687675     0.0      1.4258538  
  9.000412    1.16    5     243.12      175.7103626   15.4504477   0.49527    0.88121   4.2422886    7.829251       33.558   1.4259     
  9.000413    0.66    8     91.77       175.6834869   15.4505689   0.44373    0.0       0.6705022    0.6491128      0.0      1.4258538  
  9.000414    0.46    8     146.57      175.6840625   15.4505242   0.66484    0.0       0.76644355   1.4797903      0.0      1.4258538  
  9.000415    0.97    1     48.83       175.696342    15.4505012   0.0        0.0       1.0127918    1.6053147      0.0      1.4258538  
  9.000416    0.51    8     177.97      175.6974245   15.4504057   0.71713    1.0459    0.6422146    0.734176       0.0      1.4258538  
  9.000417    1.0     1     272.12      175.711118    15.4502562   0.70853    2.4699    7.336353     11.344888      33.834   1.4259     
  9.000418    1.02    2     4.05        175.6808157   15.4502477   0.0        0.0       0.2436465    0.40319967     0.0      1.4258538  
  9.000419    1.07    1     6.81        175.7010976   15.4502227   0.0        0.0       0.32661805   0.5680678      0.0      1.4258538  
  9.000420    1.09    6     450.21      175.706627    15.4498238   1.3009     2.7772    11.691768    20.224611      64.643   1.4259     
  9.000421    1.02    4     4771.1      175.6872148   15.4499202   3.0127     0.0       6.6729856    7.337704       12.438   1.4259     
  9.000422    1.06    1     15.46       175.6714265   15.4500666   0.0        0.0       0.48766342   0.8383786      0.0      1.4258538  
  9.000423    1.04    5     99.92       175.6754097   15.4499052   0.37       1.9724    4.3151927    7.675739       23.856   1.4259     
  9.000424    0.9     8     113.57      175.6937641   15.4500288   0.0        0.2904    0.5942377    0.38271913     0.0      1.4258538  
  9.000425    1.13    8     381.84      175.681932    15.4496954   0.87684    0.0       2.0842998    2.677196       0.0      1.4258538  
  9.000426    1.21    8     64.66       175.67139     15.449817    0.35783    0.0       0.7074898    1.0375289      0.0      1.4258538  
  9.000427    0.43    8     103.49      175.6762607   15.4497211   0.68215    1.0729    0.9629421    1.8331592      0.0      1.4258538  
  9.000428    0.48    8     43.01       175.6714297   15.4496177   0.35783    0.0       0.39551246   0.4973707      0.0      1.4258538  
  9.000429    0.95    2     139.92      175.6715556   15.4494824   0.35783    0.0       0.8442677    0.74761873     0.0      1.4258538  
  9.000430    0.62    8     383.57      175.6911113   15.449336    2.7575     5.13      6.077433     7.841519       0.0      1.4258538  
  9.000431    1.11    2     16.88       175.6977487   15.4493327   0.0        0.0       0.63247037   1.1912425      0.0      1.4258538  
  9.000432    0.98    8     45.75       175.6931782   15.4493457   0.0        0.0       0.41867805   0.35961697     0.0      1.4258538  
  9.000433    1.2     8     2834.0      175.7085303   15.4490404   1.945      0.0       7.283837     9.092435       20.054   1.4259     
  9.000434    0.55    9     162.2       175.692794    15.4490938   0.68448    0.0       1.0922453    1.3284957      0.0      1.4258538  
  9.000435    0.32    4     16661.0     175.7016287   15.4479057   74.042     112.18    186.15736    268.3615       146.34   1.4259     
  9.000436    1.14    8     1668.7      175.6994311   15.4489307   2.1199     0.0       4.177151     5.540643       7.3486   1.4259     
  9.000437    1.03    2     311.07      175.6990204   15.4486145   0.0        0.74562   2.9417124    4.886976       14.118   1.4259     
  9.000438    0.89    8     10.92       175.7094871   15.4491487   0.0        0.0       0.29298148   0.36860412     0.0      1.4258538  
  9.000439    1.0     8     2147.5      175.6716362   15.4488541   0.0        0.0       2.960194     2.711691       0.0      1.4258538  
  9.000440    0.9     8     31.18       175.6788747   15.4490056   0.0        0.0       0.21470402   0.083722115    0.0      1.4258538  
  9.000441    1.05    0     24.89       175.707583    15.4488817   0.0        0.0       0.6479182    1.1996104      0.0      1.4258538  
  9.000442    1.25    5     335.36      175.6917601   15.4486826   0.0        0.59588   1.7005922    3.5566423      26.498   1.4259     
  9.000443    0.42    8     379.73      175.6911793   15.4486088   1.9219     0.8892    2.5913148    3.3756716      0.0      1.4258538  
  9.000444    1.44    8     47.76       175.7119906   15.4486884   0.27649    0.0       0.61235064   1.4998236      0.0      1.4258538  
  9.000445    0.93    1     66.89       175.6965229   15.448621    0.14072    0.0       1.09931      1.5827059      0.0      1.4258538  
  9.000446    0.87    8     226.05      175.6719005   15.4475795   0.0        0.0       0.4197978    0.023287356    0.0      1.4258538  
  9.000447    0.9     8     870.16      175.6718634   15.4473742   0.0        0.0       1.201158     0.5328441      0.0      1.4258538  
  9.000448    0.95    8     329.7       175.6717141   15.4483794   0.0        0.0       1.0044312    0.72979385     0.0      1.4258538  
  9.000449    0.91    8     884.24      175.6717504   15.4479116   0.0        0.0       1.837385     1.3059309      0.0      1.4258538  
  9.000450    0.96    1     28.29       175.6954005   15.4484396   0.0        0.0       0.7737492    1.2171952      0.0      1.4258538  
  9.000451    0.93    9     106.58      175.6784974   15.4481766   0.40521    1.6495    3.8061       5.4275045      11.518   1.4259     
  9.000452    0.82    8     164.48      175.6798651   15.4482373   0.44361    0.0       0.66160715   0.46076575     0.0      1.4258538  
  9.000453    0.92    2     310.38      175.6775197   15.4480087   0.38576    0.0       1.1116298    0.8186913      0.0      1.4258538  
  9.000454    0.14    8     180.52      175.6942168   15.4479542   1.4178     2.1954    2.1675055    2.3470385      0.0      1.4258538  
  9.000455    0.99    8     135.74      175.6889832   15.4478706   1.3564     2.1145    4.2953663    5.336791       6.2783   1.4259     
  9.000456    0.94    7     13.54       175.709437    15.447897    0.13982    0.0       0.2672023    0.25102684     0.0      1.4258538  
  9.000457    0.18    7     134.27      175.7043694   15.4476326   5.1234     6.4381    9.976087     12.762043      13.322   1.4259     
  9.000458    1.07    1     2.9         175.6920112   15.447602    0.0        0.0       0.21310821   0.37037373     0.0      1.4258538  
  9.000459    0.88    8     273.7       175.7124201   15.4475093   1.2823     2.8186    4.5974836    5.41552        0.0      1.4258538  
  9.000460    0.74    0     7.42        175.6808073   15.4474678   0.0        0.24683   0.22383097   0.34498498     0.0      1.4258538  
  9.000461    0.11    2     3.86        175.6813255   15.4473657   0.21825    0.29344   0.56244516   0.6018388      0.0      1.4258538  
  9.000462    0.98    1     4.47        175.6801858   15.4473489   0.0        0.0       0.24477112   0.38363674     0.0      1.4258538  
  9.000463    1.04    4     220.12      175.7003882   15.447122    0.77396    0.0       1.3944411    1.611982       0.0      1.4258538  
  9.000464    0.89    1     39.41       175.7003459   15.4467973   0.0        0.0       0.5642092    0.7307355      0.0      1.4258538  
  9.000465    0.97    8     13.13       175.6836415   15.447234    0.0        0.0       0.21173868   0.16614228     0.0      1.4258538  
  9.000466    0.89    1     5.73        175.6911183   15.4471868   0.0        0.0       0.21597336   0.2802852      0.0      1.4258538  
  9.000467    0.57    8     259.3       175.7030775   15.4476874   0.98492    0.0       0.53156966   0.6737832      0.0      1.4258538  
