# ID        RA            DEC           z      Mag    Int_Pz    Rad(')   Rank
09.000293   175.7081422  +15.4555322    0.96   99.00  0.237     1.20     131
09.000144   175.6784752  +15.4630699    1.00   99.00  0.212     0.89     131
09.000275   175.6717648  +15.4561830    1.04   99.00  0.219     0.98     130
09.000493   175.6721766  +15.4458494    1.04   99.00  0.218     0.97     130
09.000474   175.6720003  +15.4465647    0.91   99.00  0.217     0.97     130
09.000550   175.6897666  +15.4407903    0.87   99.00  0.176     0.64     130
09.000290   175.6703684  +15.4555601    1.01   99.00  0.223     1.05     130
09.000056   175.6861714  +15.4679390    0.93   99.00  0.217     1.00     129
09.000627   175.6913151  +15.4364774    0.98   99.00  0.209     0.92     129
09.000200   175.6987689  +15.4592797    0.93   99.00  0.194     0.79     129
09.000650   175.6769478  +15.4340712    1.23   99.00  0.232     1.22     129
09.000439   175.6716362  +15.4488541    1.00   99.00  0.212     0.95     128
09.000623   175.6932257  +15.4368034    1.75   25.06  0.053     0.93     128
09.000093   175.6751699  +15.4660292    1.05   99.00  0.227     1.15     128
09.000366   175.6709885  +15.4521337    1.02   99.00  0.214     0.98     128
09.000403   175.6713173  +15.4506603    1.00   99.00  0.212     0.96     128
09.000532   175.6728513  +15.4421986    1.04   99.00  0.218     1.03     128
09.000488   175.7036426  +15.4459290    0.89   99.00  0.212     0.97     128
09.000615   175.6748091  +15.4370594    1.03   99.00  0.226     1.15     128
09.000581   175.6917742  +15.4393043    1.04   99.00  0.188     0.76     128
09.000626   175.6790937  +15.4367029    1.02   99.00  0.215     1.02     127
09.000067   175.6958802  +15.4670362    0.92   99.00  0.217     1.05     127
09.000186   175.6929543  +15.4601757    0.74   99.00  0.162     0.60     127
09.000348   175.7083971  +15.4530202    0.94   99.00  0.227     1.19     127
09.000505   175.7038309  +15.4443576    0.89   99.00  0.214     1.01     127
09.000099   175.6986553  +15.4655210    0.26   25.55  0.056     1.05     127
09.000571   175.7037185  +15.4398196    0.93   99.00  0.224     1.15     127
09.000430   175.6911113  +15.4493360    0.62   22.12  0.005     0.22     127
09.000295   175.7009608  +15.4555608    0.92   99.00  0.191     0.79     127
09.000559   175.6731620  +15.4402665    1.03   99.00  0.219     1.08     127
09.000406   175.7049638  +15.4507542    0.89   99.00  0.211     0.99     127
09.000042   175.7056951  +15.4688374    0.96   99.00  0.241     1.47     127
09.000522   175.6726391  +15.4431806    1.01   99.00  0.213     1.01     127
09.000560   175.6732284  +15.4399708    1.04   99.00  0.219     1.09     127
09.000531   175.6729481  +15.4425586    0.98   99.00  0.213     1.02     127
09.000358   175.6710594  +15.4525899    0.98   99.00  0.209     0.98     126
09.000076   175.6974915  +15.4668157    0.89   99.00  0.217     1.08     126
09.000196   175.6727200  +15.4595742    0.90   99.00  0.211     1.01     126
09.000164   175.7039293  +15.4616894    1.03   99.00  0.219     1.11     126
09.000509   175.6725132  +15.4438742    0.98   99.00  0.210     1.00     126
09.000468   175.6719381  +15.4469007    0.97   99.00  0.206     0.96     126
09.000530   175.7005761  +15.4428049    1.22   99.00  0.199     0.89     126
09.000149   175.7037087  +15.4625235    1.04   99.00  0.219     1.13     126
09.000140   175.7009290  +15.4627991    0.99   99.00  0.210     1.02     125
09.000173   175.6954700  +15.4608900    0.61   22.96  0.041     0.72     125
09.000135   175.6985250  +15.4630131    0.96   99.00  0.202     0.93     125
09.000277   175.6702829  +15.4559825    0.90   99.00  0.213     1.06     125
09.000381   175.7109428  +15.4516306    1.06   99.00  0.230     1.33     125
09.000181   175.7054878  +15.4605937    1.04   99.00  0.219     1.16     125
09.000137   175.7012705  +15.4628875    1.00   99.00  0.210     1.03     125
09.000603   175.6738001  +15.4377189    1.04   99.00  0.219     1.16     125
09.000595   175.6735636  +15.4382635    1.03   99.00  0.218     1.14     125
09.000132   175.6712065  +15.4631377    0.93   99.00  0.221     1.20     125
09.000159   175.7030368  +15.4620116    0.89   99.00  0.213     1.08     125
09.000405   175.7086579  +15.4507476    0.13   23.77  0.053     1.20     124
09.000647   175.6772977  +15.4343361    0.99   99.00  0.220     1.19     124
09.000087   175.6777612  +15.4662441    0.99   99.00  0.211     1.07     124
09.000584   175.6750173  +15.4391305    0.98   99.00  0.209     1.05     124
09.000388   175.6744211  +15.4512755    1.02   99.00  0.182     0.78     124
09.000448   175.6717141  +15.4483794    0.95   99.00  0.201     0.96     124
09.000234   175.6717160  +15.4577895    0.97   99.00  0.206     1.01     124
09.000113   175.7034338  +15.4641419    0.98   99.00  0.218     1.18     124
09.000240   175.7058290  +15.4572485    0.89   99.00  0.212     1.09     124
09.000272   175.7074549  +15.4562848    1.03   99.00  0.217     1.17     124
09.000276   175.6728442  +15.4560306    1.48   99.00  0.196     0.92     124
09.000265   175.6702699  +15.4563853    0.98   99.00  0.209     1.06     123
09.000091   175.6761036  +15.4659177    0.89   99.00  0.212     1.11     123
09.000054   175.6744566  +15.4679669    1.23   99.00  0.222     1.26     123
09.000045   175.6796518  +15.4682863    1.00   99.00  0.212     1.12     123
09.000641   175.6741361  +15.4357627    1.02   99.00  0.219     1.23     123
09.000147   175.6691592  +15.4622609    1.02   99.00  0.221     1.27     123
09.000341   175.6707891  +15.4532912    0.96   99.00  0.202     1.00     123
09.000081   175.6702657  +15.4665155    1.06   99.00  0.226     1.37     123
09.000025   175.6891038  +15.4698930    0.89   99.00  0.210     1.11     122
09.000134   175.7017746  +15.4630027    0.97   99.00  0.206     1.06     122
09.000618   175.6737940  +15.4369510    1.02   99.00  0.215     1.19     122
09.000449   175.6717504  +15.4479116    0.91   99.00  0.197     0.96     122
09.000185   175.6744978  +15.4602389    0.99   99.00  0.194     0.94     122
09.000229   175.7083843  +15.4581414    1.03   99.00  0.217     1.25     122
09.000610   175.6737012  +15.4374224    1.00   99.00  0.212     1.17     122
09.000065   175.6988657  +15.4673809    0.89   99.00  0.210     1.15     121
09.000165   175.6692778  +15.4613401    1.02   99.00  0.215     1.23     121
09.000585   175.6964514  +15.4391788    0.92   99.00  0.187     0.88     121
09.000005   175.7031775  +15.4726881    1.22   99.00  0.230     1.55     121
09.000429   175.6715556  +15.4494824    0.95   99.00  0.193     0.95     121
09.000148   175.6692778  +15.4620951    1.00   99.00  0.215     1.26     121
09.000085   175.6683823  +15.4661490    1.05   99.00  0.224     1.44     121
09.000167   175.6694044  +15.4609359    1.00   99.00  0.212     1.21     120
09.000166   175.6694417  +15.4611105    1.00   99.00  0.212     1.22     120
09.000016   175.6963800  +15.4709974    1.02   99.00  0.215     1.27     120
09.000184   175.6694948  +15.4602823    0.99   99.00  0.210     1.19     120
09.000523   175.6726917  +15.4429242    0.94   99.00  0.197     1.02     120
09.000145   175.7041023  +15.4626780    0.97   99.00  0.207     1.15     120
09.000168   175.6698137  +15.4612647    0.97   99.00  0.210     1.20     120
09.000612   175.6737683  +15.4379844    0.97   99.00  0.206     1.15     120
09.000334   175.6706539  +15.4537262    0.93   99.00  0.195     1.01     120
09.000131   175.6905259  +15.4631631    0.73   99.00  0.162     0.72     119
09.000438   175.7094871  +15.4491487    0.89   99.00  0.211     1.25     119
09.000569   175.7058521  +15.4399139    0.89   99.00  0.210     1.24     119
09.000220   175.6698533  +15.4583998    0.95   99.00  0.202     1.13     119
09.000142   175.7061587  +15.4627278    0.98   99.00  0.210     1.25     119
09.000129   175.6690197  +15.4628475    1.00   99.00  0.212     1.29     119
09.000606   175.6753834  +15.4376260    0.95   99.00  0.199     1.10     118
09.000039   175.7019396  +15.4689227    1.01   99.00  0.213     1.33     118
09.000621   175.6947515  +15.4368246    0.91   99.00  0.187     0.96     118
09.000586   175.6733997  +15.4390254    0.95   99.00  0.200     1.12     118
09.000444   175.7119906  +15.4486884    1.44   99.00  0.216     1.40     118
09.000613   175.6802830  +15.4372600    0.94   99.00  0.186     0.96     118
09.000112   175.7057899  +15.4642943    0.89   99.00  0.210     1.29     118
09.000100   175.7061037  +15.4654382    1.01   99.00  0.213     1.35     118
09.000242   175.7088208  +15.4572404    0.97   99.00  0.208     1.26     118
09.000349   175.6708040  +15.4529628    0.92   99.00  0.189     0.99     118
09.000426   175.6713900  +15.4498170    1.21   99.00  0.186     0.96     118
09.000526   175.7091271  +15.4430267    1.50   99.00  0.211     1.32     118
09.000292   175.7056162  +15.4555836    1.04   99.00  0.193     1.05     117
09.000447   175.6718634  +15.4473742    0.90   99.00  0.184     0.96     117
09.000636   175.6778639  +15.4362232    0.96   99.00  0.194     1.08     117
09.000638   175.6903786  +15.4360577    0.90   99.00  0.181     0.93     117
09.000617   175.6978830  +15.4379077    1.08   99.00  0.186     0.99     117
09.000520   175.6790205  +15.4432019    0.50   99.00  0.154     0.71     117
09.000096   175.6685444  +15.4656024    0.90   99.00  0.212     1.41     116
09.000280   175.6809208  +15.4558008    0.11   23.96  0.026     0.48     116
09.000630   175.6739061  +15.4362298    0.95   99.00  0.201     1.22     116
09.000052   175.6876452  +15.4680324    0.94   99.00  0.185     1.00     116
09.000299   175.6704061  +15.4551081    0.91   99.00  0.188     1.04     116
09.000461   175.6813255  +15.4473657    0.11   25.23  0.025     0.45     116
09.000192   175.6696495  +15.4594853    0.95   99.00  0.196     1.16     115
09.000578   175.6810506  +15.4393355    0.56   99.00  0.166     0.83     115
09.000589   175.7053428  +15.4389139    1.14   99.00  0.201     1.25     115
09.000346   175.6726885  +15.4531583    0.85   99.00  0.172     0.89     115
09.000236   175.6700500  +15.4573526    0.92   99.00  0.190     1.09     115
09.000552   175.7110591  +15.4407585    1.00   99.00  0.212     1.48     115
09.000361   175.7092286  +15.4520680    0.85   99.00  0.199     1.23     115
09.000469   175.6996666  +15.4469996    0.51   99.00  0.151     0.73     114
09.000577   175.6733349  +15.4393881    0.92   99.00  0.189     1.11     114
09.000111   175.7022548  +15.4642918    0.92   99.00  0.189     1.13     113
09.000639   175.6900749  +15.4359702    0.87   99.00  0.172     0.93     113
09.000269   175.7004554  +15.4563324    0.14   24.91  0.039     0.78     113
09.000105   175.6685664  +15.4650929    0.96   99.00  0.203     1.39     113
09.000323   175.6706045  +15.4542761    0.89   99.00  0.179     1.02     113
09.000446   175.6719005  +15.4475795    0.87   99.00  0.173     0.95     113
09.000619   175.6952441  +15.4369246    0.87   99.00  0.174     0.97     113
09.000026   175.6913249  +15.4697879    0.91   99.00  0.186     1.12     112
09.000316   175.7075625  +15.4546023    1.21   99.00  0.188     1.15     112
09.000570   175.6916114  +15.4398606    0.48   99.00  0.145     0.72     112
09.000235   175.6699712  +15.4576403    0.90   99.00  0.184     1.10     112
09.000543   175.7138904  +15.4415410    0.99   99.00  0.210     1.61     112
09.000075   175.6822023  +15.4669297    0.87   99.00  0.174     0.99     112
09.000624   175.6963936  +15.4371183    0.87   99.00  0.173     0.99     112
09.000300   175.6705584  +15.4548380    0.88   99.00  0.176     1.03     111
09.000649   175.6804869  +15.4342145    0.90   99.00  0.183     1.12     111
09.000058   175.6774002  +15.4676703    0.98   99.00  0.185     1.15     111
09.000010   175.6947398  +15.4717519    1.04   99.00  0.193     1.28     111
09.000198   175.7097446  +15.4593086    0.42   24.19  0.048     1.35     111
09.000645   175.6786931  +15.4351009    1.22   99.00  0.181     1.11     111
09.000596   175.6946585  +15.4383273    0.68   99.00  0.160     0.88     111
09.000604   175.6903564  +15.4375703    0.70   99.00  0.156     0.84     111
09.000063   175.6830789  +15.4674485    0.87   99.00  0.172     1.00     111
09.000646   175.6845069  +15.4349423    0.87   99.00  0.172     1.01     110
09.000183   175.6977990  +15.4603511    0.50   99.00  0.148     0.78     110
09.000057   175.6829223  +15.4678155    0.87   99.00  0.172     1.03     110
09.000629   175.6738540  +15.4364248    0.91   99.00  0.185     1.21     110
09.000018   175.6893125  +15.4707730    0.89   99.00  0.181     1.17     109
09.000006   175.7058880  +15.4727988    0.96   99.00  0.204     1.65     109
09.000048   175.6822879  +15.4682304    0.87   99.00  0.172     1.06     109
09.000024   175.6929825  +15.4698664    0.88   99.00  0.177     1.15     108
09.000456   175.7094370  +15.4478970    0.94   99.00  0.184     1.26     108
09.000282   175.7096749  +15.4558244    0.90   99.00  0.184     1.29     108
09.000128   175.6689379  +15.4631849    0.91   99.00  0.185     1.31     107
09.000652   175.6747070  +15.4336890    0.91   99.00  0.185     1.31     107
09.000263   175.7102032  +15.4564474    0.95   99.00  0.184     1.32     107
09.000467   175.7030775  +15.4476874    0.57   99.00  0.153     0.90     107
09.000201   175.6755476  +15.4587031    0.73   20.43  0.030     0.84     106
09.000088   175.6966744  +15.4661566    0.75   99.00  0.163     1.02     106
09.000254   175.7030028  +15.4569758    0.52   99.00  0.155     0.93     106
09.000625   175.6760521  +15.4367619    0.55   99.00  0.168     1.11     105
09.000050   175.6749360  +15.4681671    0.88   99.00  0.177     1.26     105
09.000041   175.6785312  +15.4688213    0.87   99.00  0.172     1.18     105
09.000017   175.6908579  +15.4709056    0.87   99.00  0.172     1.18     105
09.000291   175.6998193  +15.4556057    0.46   99.00  0.128     0.73     105
09.000020   175.6877481  +15.4701399    0.83   99.00  0.167     1.13     105
09.000047   175.6754759  +15.4682338    0.88   99.00  0.174     1.24     105
09.000655   175.6760534  +15.4333730    0.88   99.00  0.175     1.28     104
09.000074   175.6683850  +15.4667739    0.90   99.00  0.184     1.46     104
09.000044   175.6759108  +15.4683472    0.87   99.00  0.172     1.23     104
09.000014   175.6942946  +15.4714805    0.87   99.00  0.172     1.26     103
09.000176   175.7043792  +15.4608544    0.73   99.00  0.161     1.11     103
09.000205   175.6697141  +15.4590037    0.61   99.00  0.163     1.15     102
09.000059   175.6728526  +15.4677636    0.87   99.00  0.173     1.31     102
09.000060   175.6725369  +15.4677166    0.87   99.00  0.173     1.32     102
09.000012   175.6959677  +15.4717804    0.87   99.00  0.172     1.31     102
09.000001   175.6745043  +15.4331867    0.87   99.00  0.172     1.34     101
09.000428   175.6714297  +15.4496177    0.48   99.00  0.144     0.96     101
09.000580   175.7091275  +15.4394330    0.87   99.00  0.174     1.42     101
09.000073   175.6685043  +15.4669271    0.88   99.00  0.175     1.46     100
09.000094   175.7065750  +15.4657332    0.49   99.00  0.171     1.38     100
09.000071   175.6688963  +15.4670290    0.87   99.00  0.173     1.45     100
09.000008   175.6996420  +15.4725021    0.87   99.00  0.172     1.44     100
09.000162   175.7094644  +15.4613405    0.86   99.00  0.169     1.38     99
09.000033   175.6820510  +15.4694518    0.67   99.00  0.154     1.14     99
09.000034   175.6817210  +15.4694004    0.64   99.00  0.153     1.14     99
09.000583   175.7049708  +15.4392597    0.71   99.00  0.158     1.23     98
09.000521   175.7125030  +15.4433133    0.43   25.01  0.043     1.50     98
09.000002   175.7068085  +15.4739527    0.89   99.00  0.179     1.74     98
09.000407   175.6734044  +15.4505868    0.23   22.49  0.028     0.84     97
09.000015   175.7018154  +15.4711576    0.62   99.00  0.165     1.43     97
09.000564   175.7132825  +15.4401578    0.87   99.00  0.172     1.61     97
09.000102   175.7012077  +15.4654477    0.51   99.00  0.145     1.14     95
09.000541   175.7042384  +15.4420572    0.48   99.00  0.138     1.10     94
09.000591   175.7034999  +15.4388316    0.49   99.00  0.142     1.17     93
09.000301   175.6834044  +15.4551453    0.54   24.45  0.001     0.34     93
09.000256   175.6801315  +15.4568198    0.14   23.60  0.016     0.56     93
09.000009   175.6965149  +15.4720748    0.59   99.00  0.149     1.34     92
09.000598   175.6854894  +15.4381266    0.14   24.77  0.026     0.81     91
09.000454   175.6942168  +15.4479542    0.14   23.05  0.006     0.42     91
09.000500   175.6895852  +15.4446146    0.14   23.18  0.006     0.42     91
09.000260   175.7075140  +15.4566125    0.46   99.00  0.133     1.18     90
09.000051   175.7060439  +15.4680848    0.53   99.00  0.147     1.45     89
09.000528   175.7064270  +15.4429147    0.20   23.96  0.032     1.18     89
09.000495   175.7128083  +15.4451761    0.47   99.00  0.139     1.49     85
09.000069   175.6954299  +15.4667614    0.16   21.71  0.024     1.02     85
09.000092   175.6991371  +15.4660470    0.80   21.87  0.025     1.09     84
09.000605   175.6903476  +15.4372241    0.49   22.84  0.017     0.86     76
09.000506   175.6863411  +15.4440376    0.23   23.80  0.000     0.45     76
09.000097   175.6938604  +15.4652291    0.13   21.47  0.016     0.90     75
09.000078   175.6772125  +15.4667056    0.70   22.56  0.018     1.11     70
09.000533   175.6867907  +15.4426185    0.10   22.82  0.000     0.53     68
09.000518   175.6827732  +15.4432898    0.10   22.64  0.000     0.57     64
09.000517   175.6822723  +15.4434668    0.09   23.25  0.000     0.58     64
09.000620   175.6949462  +15.4368739    1.63   99.00  0.051     0.96     63
09.000640   175.6896901  +15.4359456    1.75   99.00  0.046     0.93     62
09.000601   175.6945474  +15.4378538    0.73   99.00  0.042     0.90     62
09.000551   175.7105815  +15.4407555    1.59   99.00  0.077     1.46     61
09.000504   175.6800448  +15.4444087    0.08   23.63  0.000     0.62     61
09.000648   175.6744898  +15.4343847    1.62   99.00  0.058     1.28     57
09.000487   175.6981643  +15.4456291    0.14   20.11  0.000     0.69     56
09.000628   175.6910904  +15.4363937    1.75   99.00  0.028     0.92     56
09.000634   175.6891040  +15.4361633    1.71   99.00  0.024     0.92     54
09.000245   175.7036445  +15.4571590    0.16   24.36  0.007     0.97     54
09.000115   175.6858983  +15.4638656    0.12   22.85  0.001     0.76     53
09.000611   175.6974880  +15.4378370    2.24   24.51  0.007     0.98     53
09.000512   175.6979312  +15.4439314    0.08   23.89  0.000     0.73     53
09.000116   175.6856507  +15.4633911    0.20   20.73  0.000     0.73     53
09.000643   175.6757245  +15.4351062    0.12   21.98  0.009     1.21     51
09.000579   175.6890320  +15.4386696    0.56   19.90  0.000     0.77     51
09.000632   175.6784769  +15.4363093    0.41   24.69  0.007     1.06     51
09.000538   175.6982079  +15.4422014    0.23   23.96  0.000     0.81     49
09.000435   175.7016287  +15.4479057    0.32   18.78  0.000     0.82     49
09.000607   175.6853998  +15.4375423    0.06   99.00  0.000     0.84     47
09.000203   175.7059075  +15.4589197    0.21   20.17  0.005     1.13     47
09.000653   175.6742543  +15.4339359    1.76   99.00  0.032     1.31     45
09.000600   175.6956299  +15.4378302    0.10   99.00  0.001     0.93     44
09.000557   175.6767561  +15.4402789    0.08   21.68  0.000     0.93     44
09.000516   175.7090322  +15.4435467    1.60   99.00  0.027     1.31     44
09.000224   175.7026134  +15.4582929    0.39   25.05  0.000     0.94     43
09.000457   175.7043694  +15.4476326    0.18   21.88  0.000     0.98     42
09.000031   175.6827360  +15.4693206    0.25   22.83  0.000     1.12     37
09.000204   175.7059401  +15.4583134    0.20   18.61  0.000     1.12     37
09.000035   175.6948885  +15.4690898    0.27   23.56  0.000     1.14     37
09.000313   175.7099208  +15.4545716    0.63   21.99  0.002     1.29     37
09.000508   175.7062069  +15.4439661    0.21   23.16  0.000     1.15     37
09.000485   175.7070541  +15.4460265    0.10   23.61  0.000     1.15     36
09.000049   175.6979012  +15.4680915    0.09   23.24  0.000     1.16     36
09.000359   175.7088100  +15.4522316    0.09   99.00  0.000     1.21     35
09.000327   175.7087998  +15.4536241    0.12   21.03  0.000     1.21     35
09.000036   175.6982507  +15.4690490    0.09   23.26  0.000     1.22     35
09.000080   175.6718298  +15.4664639    0.09   22.82  0.001     1.30     35
09.000556   175.7070307  +15.4403884    0.27   21.85  0.000     1.29     33
09.000143   175.7074915  +15.4624887    0.20   22.25  0.000     1.31     33
09.000121   175.7071193  +15.4634248    0.13   20.85  0.000     1.32     32
09.000563   175.7083246  +15.4401684    0.37   24.48  0.000     1.36     32
09.000053   175.7075829  +15.4678579    0.11   22.72  0.001     1.51     31
09.000077   175.7074483  +15.4667626    0.10   23.08  0.000     1.46     30
09.000104   175.7087473  +15.4651148    0.10   24.33  0.000     1.46     30
