# ID        RA            DEC           z      Mag    Int_Pz    Rad(')   Rank
1884.000000   175.7238255  15.4799458    0.80   28.90  0.168     2.69     249
521.000000   175.6994595  15.506663    0.73   24.27  0.143     3.38     249
3137.000000   175.71772  15.4600863    0.49   21.21  0.119     1.80     249
1321.000000   175.721287  15.4900406    0.75   25.50  0.149     3.02     249
5914.000000   175.6714975  15.3961991    0.74   25.89  0.152     3.45     248
1067.000000   175.6775258  15.4947318    1.55   26.51  0.153     2.67     248
4555.000000   175.6665229  15.4296823    0.74   26.03  0.145     1.80     247
4115.000000   175.6923034  15.4392741    1.58   25.28  0.124     0.77     247
1103.000000   175.6975675  15.4950684    0.78   27.15  0.156     2.68     247
2560.000000   175.6424443  15.4677502    0.65   26.03  0.150     2.81     247
609.000000   175.6995033  15.5059443    0.72   24.77  0.144     3.34     246
1230.000000   175.7108013  15.4924642    0.75   27.15  0.156     2.80     246
3400.000000   175.6343433  15.4522767    0.71   25.59  0.148     3.10     246
5301.000000   175.6938915  15.4137572    0.71   26.20  0.148     2.28     246
2296.000000   175.6884599  15.4727981    1.55   26.20  0.139     1.28     245
2888.000000   175.6428128  15.4606495    1.53   27.15  0.155     2.67     245
1387.000000   175.7060991  15.4891508    1.51   28.90  0.164     2.50     245
5904.000000   175.6725225  15.3939597    0.72   25.70  0.149     3.56     245
3890.000000   175.6389807  15.4441059    0.73   25.70  0.147     2.86     245
2171.000000   175.6452771  15.474743    0.71   25.96  0.148     2.84     244
876.000000   175.6968364  15.500742    0.71   25.89  0.148     3.01     244
4132.000000   175.642858  15.4383027    0.65   22.04  0.125     2.72     243
2730.000000   175.6286493  15.4640199    0.73   24.84  0.143     3.51     243
5562.000000   175.6708124  15.4063681    0.73   26.40  0.150     2.88     243
2668.000000   175.6292867  15.4650007    0.73   24.70  0.142     3.49     243
2608.000000   175.6427616  15.4668956    0.74   25.59  0.145     2.77     243
4900.000000   175.7007153  15.4241779    0.65   24.45  0.133     1.79     242
4161.000000   175.6500486  15.438331    0.89   24.79  0.138     2.33     242
2376.000000   175.6337619  15.471305    0.76   25.41  0.145     3.35     242
499.000000   175.7007397  15.5060036    0.74   24.72  0.141     3.36     242
1011.000000   175.6867071  15.4969235    0.71   26.30  0.148     2.73     242
711.000000   175.7149445  15.5004993    0.71   26.03  0.148     3.34     241
913.000000   175.7058723  15.4999478    0.73   26.51  0.150     3.09     241
1247.000000   175.6706704  15.4921787    0.75   25.96  0.145     2.64     241
4374.000000   175.6577506  15.4343107    0.74   25.82  0.141     2.02     240
3679.000000   175.6385001  15.4468409    1.45   24.95  0.140     2.87     240
2417.000000   175.6582064  15.4707297    0.46   25.24  0.138     2.07     240
4412.000000   175.7334467  15.4293709    1.46   23.50  0.132     2.95     240
1393.000000   175.6760346  15.489123    0.71   26.79  0.148     2.37     240
3464.000000   175.6375516  15.451061    0.75   25.32  0.142     2.91     240
1403.000000   175.6525711  15.4835868    0.77   26.64  0.149     2.81     240
4966.000000   175.7321958  15.4225647    0.71   26.30  0.148     3.09     240
1040.000000   175.7091758  15.4963145    0.71   26.40  0.148     2.96     240
5008.000000   175.6656503  15.4236415    0.75   26.20  0.143     2.11     240
4998.000000   175.6483742  15.4219127    0.71   26.51  0.148     2.89     239
921.000000   175.6827994  15.4978979    0.91   22.44  0.125     2.81     239
2640.000000   175.6334941  15.4662948    0.74   25.24  0.142     3.27     239
1970.000000   175.6539105  15.4783058    0.73   27.15  0.150     2.55     239
534.000000   175.7028258  15.5053855    0.71   26.30  0.148     3.35     239
1661.000000   175.7218959  15.4840981    0.71   26.64  0.148     2.78     239
1195.000000   175.7161282  15.4931693    0.71   26.51  0.148     2.99     238
1534.000000   175.6607604  15.4863006    0.76   26.95  0.149     2.62     238
5316.000000   175.6586147  15.413176    0.72   26.79  0.149     2.85     238
1418.000000   175.6818408  15.4886917    0.70   25.82  0.141     2.27     238
2659.000000   175.6348902  15.4651935    1.50   25.41  0.142     3.18     238
633.000000   175.6948547  15.5034764    0.71   26.51  0.148     3.15     238
1569.000000   175.7120593  15.4861429    0.71   26.95  0.148     2.51     238
1420.000000   175.7082346  15.4886413    0.72   26.40  0.145     2.52     238
5373.000000   175.6651888  15.4113516    0.69   26.12  0.144     2.74     237
755.000000   175.7042543  15.5017264    0.71   26.64  0.148     3.16     237
5755.000000   175.688407  15.4009491    0.72   26.40  0.146     3.03     236
2053.000000   175.6370645  15.4765899    0.71   26.64  0.148     3.31     236
4928.000000   175.7210691  15.4238268    0.74   26.12  0.142     2.53     235
828.000000   175.6963762  15.5001783    0.71   26.95  0.148     2.97     235
912.000000   175.7029993  15.4989137    0.71   26.95  0.148     2.98     235
1987.000000   175.7259779  15.4782431    0.71   27.15  0.148     2.73     235
4326.000000   175.7461151  15.4353828    0.73   25.82  0.143     3.50     235
4466.000000   175.7381705  15.4319273    0.74   26.20  0.144     3.13     234
4916.000000   175.7396332  15.423771    0.71   26.79  0.148     3.42     234
5563.000000   175.6716567  15.4056989    0.75   26.20  0.143     2.90     234
4885.000000   175.7318056  15.4248926    0.71   27.15  0.148     2.99     233
1366.000000   175.664564  15.4898746    0.73   26.64  0.144     2.68     233
993.000000   175.6967947  15.4972025    0.74   26.40  0.143     2.80     233
1769.000000   175.7065788  15.4823264    0.72   27.39  0.145     2.15     233
2514.000000   175.7205367  15.4662227    0.86   21.41  0.113     2.09     232
579.000000   175.6902101  15.5045846    0.71   27.15  0.148     3.19     232
3138.000000   175.6383834  15.4564697    0.71   27.39  0.148     2.88     232
4655.000000   175.7019876  15.4269813    0.73   26.30  0.135     1.67     231
2263.000000   175.6427125  15.4736244    0.73   26.30  0.142     2.94     231
4605.000000   175.7437437  15.4281478    0.75   26.03  0.142     3.52     231
1232.000000   175.715786  15.494251    0.71   27.39  0.148     3.03     231
2578.000000   175.6454961  15.4666355    0.86   25.07  0.134     2.62     231
5424.000000   175.6560382  15.4100267    0.76   27.39  0.148     3.09     231
5763.000000   175.6738994  15.4008012    0.49   28.90  0.156     3.14     230
5651.000000   175.6637541  15.4033262    0.71   27.39  0.148     3.20     230
719.000000   175.7068451  15.5021553    0.71   27.39  0.148     3.24     230
716.000000   175.7145606  15.5009034    0.71   27.39  0.148     3.35     230
3497.000000   175.6475524  15.4503883    0.71   28.15  0.148     2.34     230
5002.000000   175.7247006  15.421617    0.92   23.66  0.126     2.78     229
4508.000000   175.7017113  15.4310896    0.73   27.15  0.135     1.46     229
929.000000   175.7134565  15.4976399    0.71   27.71  0.148     3.14     228
1372.000000   175.6587328  15.4894349    0.74   26.40  0.140     2.84     228
1696.000000   175.6737311  15.4856555    1.44   28.90  0.150     2.21     228
4960.000000   175.7123183  15.4231214    0.73   27.39  0.142     2.21     228
4523.000000   175.7382464  15.4304894    0.73   26.64  0.142     3.17     228
5738.000000   175.665061  15.4012889    0.71   27.71  0.148     3.28     227
5751.000000   175.6646217  15.400932    0.71   27.71  0.148     3.31     227
1564.000000   175.7213748  15.4862907    0.71   28.15  0.148     2.85     226
1380.000000   175.7178665  15.4892739    0.71   28.15  0.148     2.86     226
3525.000000   175.6685481  15.4497956    0.46   25.21  0.119     1.12     226
4126.000000   175.7225707  15.4396767    0.71   28.90  0.148     2.12     226
3208.000000   175.6365522  15.4555701    0.66   25.10  0.132     2.98     226
1469.000000   175.7047011  15.4887422    0.72   24.95  0.129     2.44     225
2295.000000   175.6337237  15.4729463    0.66   25.70  0.136     3.39     225
5688.000000   175.6673173  15.4024038    0.76   26.20  0.138     3.17     225
1388.000000   175.7014703  15.4890582    1.54   26.30  0.135     2.39     224
4406.000000   175.7359371  15.4304237    0.90   23.17  0.121     3.05     224
4031.000000   175.7172948  15.441332    0.66   28.90  0.144     1.80     224
5900.000000   175.6705219  15.3959723    0.71   28.15  0.148     3.47     223
846.000000   175.6850148  15.49999    1.56   27.71  0.144     2.92     223
3069.000000   175.7163043  15.4580037    0.63   23.05  0.113     1.69     222
5346.000000   175.6676026  15.4145036    1.52   25.89  0.132     2.51     222
1373.000000   175.6630039  15.4894893    0.73   25.54  0.131     2.70     222
581.000000   175.7000807  15.5042835    0.56   25.21  0.131     3.25     222
4588.000000   175.6892626  15.4295187    0.64   20.15  0.095     1.31     221
4883.000000   175.7435943  15.4274338    0.65   25.82  0.134     3.53     221
2712.000000   175.6365018  15.4644384    0.71   28.90  0.148     3.08     220
1673.000000   175.7231936  15.482846    0.75   24.82  0.126     2.78     219
2828.000000   175.6770879  15.4606694    0.63   20.29  0.087     0.84     219
4826.000000   175.7437803  15.4260468    0.78   24.23  0.125     3.57     219
3897.000000   175.6778586  15.4439527    0.51   24.38  0.101     0.73     219
3618.000000   175.6362644  15.4502576    0.47   26.95  0.137     2.99     219
709.000000   175.7151733  15.5003252    0.71   28.90  0.148     3.33     218
1320.000000   175.720507  15.4905089    0.50   24.98  0.127     3.01     218
3505.000000   175.6455933  15.4496881    0.61   23.43  0.117     2.45     218
4228.000000   175.6833489  15.4368841    0.69   26.30  0.114     0.91     218
6102.000000   175.6772831  15.3940524    0.71   28.90  0.148     3.49     218
737.000000   175.7050844  15.5019863    0.65   25.96  0.132     3.19     218
4564.000000   175.6990997  15.4288057    0.90   22.60  0.106     1.50     217
4431.000000   175.6874992  15.4326088    1.49   24.12  0.108     1.13     216
2985.000000   175.6834557  15.4518959    1.52   24.44  0.066     0.26     216
3522.000000   175.691388  15.449348    0.64   22.15  0.056     0.23     216
2982.000000   175.686209  15.4522394    0.78   22.15  0.030     0.11     214
603.000000   175.7026355  15.503915    0.64   26.03  0.130     3.26     214
3267.000000   175.6622085  15.4539481    0.90   23.00  0.106     1.50     213
4992.000000   175.7053115  15.4221096    1.54   25.76  0.123     2.02     213
2743.000000   175.6285412  15.4632954    0.73   26.64  0.133     3.51     213
477.000000   175.7018232  15.506463    0.65   26.30  0.131     3.40     213
2559.000000   175.6765194  15.4664792    1.49   25.14  0.110     1.12     212
4259.000000   175.7369706  15.4362571    0.69   25.36  0.124     2.98     211
5607.000000   175.6636765  15.4045578    0.64   26.12  0.128     3.14     210
4918.000000   175.738706  15.4231261    0.65   24.79  0.122     3.39     210
3466.000000   175.6874869  15.449999    0.59   22.04  0.020     0.09     210
3590.000000   175.7254801  15.4484254    0.90   22.07  0.103     2.18     207
1527.000000   175.6818393  15.4861334    0.60   22.49  0.104     2.11     206
1059.000000   175.6844037  15.4959595    0.77   25.82  0.122     2.68     206
2945.000000   175.6404918  15.4596469    0.65   27.71  0.131     2.79     205
2598.000000   175.6977502  15.4668539    0.84   24.37  0.101     1.09     204
4596.000000   175.65737  15.4282861    0.90   23.93  0.110     2.25     204
1378.000000   175.6888407  15.4892273    0.75   24.17  0.111     2.27     203
5459.000000   175.6957902  15.4089164    0.63   26.30  0.122     2.59     203
4578.000000   175.7450115  15.4289142    0.70   25.89  0.123     3.57     203
4923.000000   175.7315981  15.4239095    0.70   25.36  0.119     3.02     203
2830.000000   175.6298461  15.4618513    1.53   27.15  0.128     3.42     202
4674.000000   175.6630307  15.4004922    1.55   28.90  0.136     3.38     202
900.000000   175.7154209  15.4987832    1.55   26.64  0.125     3.26     202
3093.000000   175.7218478  15.4565883    1.57   25.28  0.113     1.99     201
2627.000000   175.6923103  15.4665107    0.89   24.33  0.096     0.94     201
3964.000000   175.6692353  15.4421669    0.77   23.37  0.097     1.21     201
572.000000   175.7029148  15.5044964    0.61   25.24  0.118     3.30     201
4857.000000   175.6693609  15.4253978    0.68   26.20  0.116     1.89     200
4296.000000   175.7156633  15.4384072    0.57   24.59  0.108     1.78     200
664.000000   175.7072652  15.5027297    1.56   28.15  0.131     3.28     200
1842.000000   175.6774232  15.4805679    0.53   24.87  0.109     1.85     199
3891.000000   175.6530171  15.4441221    1.55   27.71  0.123     2.07     199
780.000000   175.7102631  15.5008755    1.56   27.71  0.128     3.24     199
5226.000000   175.6574578  15.4159471    0.70   26.20  0.119     2.76     198
1413.000000   175.7169876  15.488728    0.49   26.51  0.120     2.80     197
2261.000000   175.642252  15.4736474    0.70   26.20  0.119     2.96     197
691.000000   175.69712  15.5012886    0.82   26.64  0.121     3.04     197
5768.000000   175.6673411  15.4003855    0.61   25.70  0.117     3.28     196
5950.000000   175.6748295  15.3960636    1.56   27.39  0.125     3.40     196
2734.000000   175.674373  15.4633788    0.84   22.47  0.088     1.06     196
5959.000000   175.6756741  15.3949569    1.54   23.80  0.108     3.46     195
5766.000000   175.6680109  15.4005737    0.62   26.12  0.118     3.26     195
2145.000000   175.7160385  15.4737954    0.51   24.45  0.106     2.11     195
1713.000000   175.6553843  15.483386    0.71   22.32  0.099     2.69     194
617.000000   175.7083555  15.5031729    0.51   23.97  0.108     3.32     194
2602.000000   175.7275415  15.4665126    0.89   21.89  0.096     2.46     194
3314.000000   175.6760682  15.4536816    0.49   25.32  0.087     0.70     193
2923.000000   175.6663367  15.459038    1.48   24.49  0.098     1.33     192
5267.000000   175.7029299  15.4138106    0.54   23.51  0.102     2.42     192
3710.000000   175.6797038  15.4465116    1.17   99.00  0.313     0.56     192
2875.000000   175.7074541  15.4586671    0.74   23.48  0.092     1.21     192
5506.000000   175.6852953  15.407254    1.51   24.06  0.105     2.65     192
3066.000000   175.6438896  15.4582919    0.52   26.79  0.116     2.58     191
743.000000   175.6889771  15.5015641    0.62   26.64  0.116     3.01     189
1999.000000   175.7248066  15.4774803    0.88   22.81  0.097     2.65     187
2433.000000   175.6394294  15.4725814    0.60   26.51  0.114     3.08     187
2565.000000   175.7097596  15.4677364    0.46   26.12  0.104     1.60     187
2536.000000   175.7219767  15.4624565    0.88   18.92  0.078     2.08     186
2139.000000   175.6337987  15.4753333    0.60   26.51  0.114     3.44     185
666.000000   175.6979213  15.502479    1.46   28.15  0.120     3.12     185
1991.000000   175.6402578  15.475432    0.83   25.45  0.108     3.11     184
4086.000000   175.6424311  15.4414011    1.56   23.82  0.099     2.70     183
4921.000000   175.690847  15.4233804    0.83   21.76  0.085     1.69     182
2498.000000   175.6370952  15.4689039    0.53   27.71  0.116     3.12     182
1106.000000   175.709397  15.4941087    0.66   24.24  0.100     2.85     181
2950.000000   175.6814906  15.4586819    1.28   99.00  0.288     0.57     180
2178.000000   175.688099  15.4748282    0.57   26.03  0.097     1.41     180
4864.000000   175.7291338  15.4220439    0.52   24.65  0.101     2.96     179
4416.000000   175.7202857  15.4333284    1.58   28.90  0.114     2.16     178
1136.000000   175.7023966  15.4948134    0.59   26.64  0.107     2.74     177
3495.000000   175.738652  15.4502641    0.84   23.99  0.097     2.93     177
3580.000000   175.6663136  15.4491559    0.58   27.39  0.098     1.26     177
847.000000   175.6847038  15.4996793    1.59   25.59  0.103     2.90     177
4465.000000   175.6665147  15.4314593    0.66   24.37  0.091     1.72     175
4681.000000   175.6706355  15.3990835    1.57   27.15  0.108     3.29     173
4445.000000   175.6591415  15.4325032    0.71   25.28  0.095     2.01     172
5520.000000   175.6702166  15.4073848    1.58   26.64  0.104     2.83     172
3565.000000   175.70019  15.4451516    1.29   99.00  0.302     0.80     171
3529.000000   175.6782034  15.4497455    1.08   99.00  0.264     0.57     171
2398.000000   175.6944566  15.4712245    1.22   99.00  0.336     1.25     170
939.000000   175.7105036  15.498244    0.50   27.39  0.106     3.10     169
3134.000000   175.6656677  15.4563973    1.24   99.00  0.339     1.32     169
3367.000000   175.7208551  15.4493748    0.60   24.40  0.089     1.91     169
4394.000000   175.7408853  15.4404405    1.57   27.71  0.107     3.13     169
4925.000000   175.6479112  15.4231647    1.49   24.40  0.093     2.87     168
2342.000000   175.6365756  15.472455    0.71   24.72  0.095     3.23     168
3361.000000   175.663897  15.4504845    1.54   25.50  0.087     1.39     167
5164.000000   175.6529099  15.4174017    0.48   26.51  0.100     2.87     167
4504.000000   175.6522198  15.4311015    0.71   26.51  0.098     2.40     167
3799.000000   175.7106926  15.445668    1.18   99.00  0.333     1.36     166
3827.000000   175.7275876  15.4453791    0.69   21.88  0.080     2.32     166
1788.000000   175.6755712  15.4816196    1.23   99.00  0.353     1.95     165
5557.000000   175.6841614  15.4061405    0.65   26.12  0.097     2.72     165
1031.000000   175.6946343  15.4964673    0.65   25.96  0.096     2.73     164
4427.000000   175.6596596  15.4330777    0.51   27.15  0.096     1.97     164
2502.000000   175.667601  15.4688261    1.26   99.00  0.337     1.57     164
4896.000000   175.707976  15.4241421    0.56   25.76  0.091     2.00     163
2751.000000   175.6312515  15.4636334    1.59   26.95  0.101     3.36     163
2001.000000   175.7073016  15.4778032    0.65   26.51  0.093     1.94     163
577.000000   175.6953318  15.5042041    1.59   26.51  0.098     3.20     162
4135.000000   175.7079706  15.4377319    1.19   99.00  0.326     1.42     162
4434.000000   175.6960344  15.4326538    1.16   99.00  0.315     1.22     162
3156.000000   175.6610086  15.456125    0.58   26.79  0.090     1.58     162
5041.000000   175.7166766  15.420579    1.60   24.01  0.086     2.49     161
4580.000000   175.6595158  15.4382184    0.63   23.92  0.082     1.82     161
1943.000000   175.6362076  15.4790387    1.56   25.45  0.094     3.42     161
1790.000000   175.6999153  15.4816274    0.53   26.95  0.093     1.94     161
3860.000000   175.711251  15.4446496    0.55   25.32  0.082     1.41     160
4180.000000   175.7027541  15.4382009    0.61   26.12  0.081     1.17     160
2974.000000   175.6869768  15.4530067    0.11   21.78  0.000     0.11     160
1411.000000   175.6941117  15.4888804    0.66   25.89  0.090     2.28     159
5320.000000   175.6930811  15.4094092    1.22   99.00  0.348     2.54     158
4178.000000   175.7093875  15.4381772    1.18   99.00  0.319     1.47     158
3365.000000   175.7218473  15.452281    0.83   23.01  0.078     1.96     158
3090.000000   175.6630831  15.4561251    1.30   99.00  0.318     1.46     158
4278.000000   175.7111486  15.4355617    1.60   25.32  0.083     1.64     158
1957.000000   175.6803401  15.4786582    1.19   99.00  0.325     1.69     157
4649.000000   175.7267622  15.4265149    0.83   20.28  0.071     2.70     157
2996.000000   175.7373254  15.4593555    1.21   99.00  0.347     2.90     156
1532.000000   175.6826142  15.4901098    1.54   24.63  0.084     2.34     156
2211.000000   175.7228151  15.4740822    1.22   99.00  0.338     2.43     155
3924.000000   175.6793732  15.4433795    0.68   24.98  0.062     0.69     155
2372.000000   175.6909132  15.4716723    0.47   24.37  0.073     1.23     154
3796.000000   175.6777998  15.4458332    0.55   23.86  0.058     0.67     154
2209.000000   175.7053459  15.4734065    0.58   18.53  0.059     1.66     154
2243.000000   175.6484093  15.4732783    1.26   99.00  0.338     2.64     154
1818.000000   175.7143308  15.4815497    1.21   99.00  0.333     2.37     154
1303.000000   175.7121657  15.490719    1.24   99.00  0.339     2.74     153
863.000000   175.7040304  15.49858    1.20   99.00  0.342     2.98     153
4565.000000   175.7299848  15.4292458    1.19   99.00  0.339     2.77     153
5644.000000   175.6913327  15.4034045    1.58   25.59  0.088     2.89     153
2628.000000   175.7338285  15.4666703    1.25   99.00  0.339     2.81     153
3990.000000   175.6401303  15.4421572    1.24   99.00  0.339     2.82     153
1178.000000   175.7002939  15.493607    1.22   99.00  0.336     2.63     153
1576.000000   175.7178335  15.4860859    1.26   99.00  0.337     2.71     153
2783.000000   175.6345457  15.4629703    1.19   99.00  0.342     3.16     153
3313.000000   175.6410439  15.4536717    1.22   99.00  0.336     2.72     152
1819.000000   175.6486688  15.4810268    1.23   99.00  0.338     2.88     152
5445.000000   175.712642  15.4093639    1.23   99.00  0.338     2.90     152
4197.000000   175.7100775  15.4369981    1.50   24.53  0.076     1.55     152
4520.000000   175.6399843  15.4306263    1.23   99.00  0.339     3.04     152
776.000000   175.677901  15.5009377    1.23   99.00  0.338     3.03     152
4030.000000   175.696762  15.4411968    0.69   25.54  0.065     0.80     151
4784.000000   175.6493931  15.4142101    1.23   99.00  0.339     3.15     151
4130.000000   175.7393014  15.4388046    1.23   99.00  0.338     3.07     151
5781.000000   175.7022167  15.400328    1.24   99.00  0.339     3.17     151
4382.000000   175.6473326  15.4314134    1.64   24.45  0.082     2.64     151
5825.000000   175.6921491  15.3976205    1.25   99.00  0.339     3.24     151
1361.000000   175.6569156  15.4892492    0.53   23.94  0.081     2.89     151
5314.000000   175.6527462  15.4132284    1.22   99.00  0.337     3.06     151
1742.000000   175.6414266  15.4819755    1.24   99.00  0.339     3.26     151
5597.000000   175.7168639  15.4046898    1.25   99.00  0.339     3.26     151
1134.000000   175.7229772  15.492006    1.23   99.00  0.338     3.17     151
3764.000000   175.6316032  15.4465796    1.25   99.00  0.339     3.27     151
3491.000000   175.6351284  15.4497042    1.49   25.59  0.087     3.05     151
5010.000000   175.6445214  15.4213022    1.22   99.00  0.337     3.09     151
2043.000000   175.7373915  15.4759741    1.22   99.00  0.338     3.22     151
2086.000000   175.6508299  15.4745865    1.20   99.00  0.329     2.56     151
1495.000000   175.7282911  15.4848378    1.22   99.00  0.336     3.08     151
5433.000000   175.7243448  15.4072372    1.23   99.00  0.339     3.38     150
3641.000000   175.7463107  15.4458592    1.25   99.00  0.339     3.39     150
1506.000000   175.6443487  15.4868263    1.23   99.00  0.338     3.30     150
5487.000000   175.7262512  15.4083871    1.25   99.00  0.339     3.40     150
3454.000000   175.7470151  15.4497263    1.24   99.00  0.339     3.42     150
632.000000   175.679143  15.5029003    1.27   99.00  0.336     3.13     150
418.000000   175.6995284  15.507613    1.22   99.00  0.339     3.44     150
3859.000000   175.7471059  15.4440861    1.25   99.00  0.339     3.45     150
1709.000000   175.6395721  15.4854721    1.24   99.00  0.339     3.46     150
369.000000   175.6887455  15.5074008    1.26   99.00  0.338     3.36     150
2251.000000   175.7452015  15.4695015    1.23   99.00  0.339     3.49     150
5974.000000   175.6930843  15.3950188    1.26   99.00  0.338     3.40     150
655.000000   175.6944064  15.5030193    1.27   99.00  0.335     3.12     150
5810.000000   175.7163621  15.3993678    1.24   99.00  0.339     3.53     150
1038.000000   175.7248012  15.4959911    1.26   99.00  0.338     3.42     150
3133.000000   175.6422652  15.456569    0.60   25.59  0.085     2.66     150
482.000000   175.6655541  15.5063092    1.23   99.00  0.339     3.54     150
5327.000000   175.7328154  15.4140166    1.23   99.00  0.338     3.43     150
1462.000000   175.7360888  15.4879262    1.24   99.00  0.339     3.54     150
3122.000000   175.6288013  15.4567147    1.26   99.00  0.338     3.43     150
1896.000000   175.7400552  15.4791465    1.26   99.00  0.338     3.44     150
5059.000000   175.7400922  15.4199811    1.23   99.00  0.339     3.56     150
4865.000000   175.7302834  15.4230603    1.28   99.00  0.333     2.98     150
4773.000000   175.639543  15.414392    1.25   99.00  0.339     3.57     150
2075.000000   175.6315231  15.4763577    1.24   99.00  0.339     3.59     150
4408.000000   175.7385423  15.4270043    1.22   99.00  0.336     3.27     150
2617.000000   175.6271815  15.4642931    1.25   99.00  0.339     3.60     150
5502.000000   175.7304707  15.4075243    1.23   99.00  0.339     3.60     150
4306.000000   175.747938  15.4352669    1.25   99.00  0.339     3.60     150
1083.000000   175.7102416  15.4953271    1.28   99.00  0.332     2.94     150
805.000000   175.6662067  15.5003996    1.22   99.00  0.335     3.20     150
3098.000000   175.7482079  15.4574683    1.26   99.00  0.338     3.51     150
968.000000   175.6471627  15.4971714    1.25   99.00  0.339     3.62     150
76.000000   175.6777367  15.5114344    1.24   99.00  0.339     3.65     149
5514.000000   175.7289398  15.4074031    1.22   99.00  0.338     3.55     149
3451.000000   175.7473523  15.4470187    1.26   99.00  0.337     3.45     149
2308.000000   175.7421231  15.4707118    1.27   99.00  0.336     3.34     149
209.000000   175.6822791  15.5125341    1.25   99.00  0.339     3.68     149
504.000000   175.6583745  15.5057977    1.23   99.00  0.339     3.68     149
3049.000000   175.7494243  15.4567069    1.23   99.00  0.338     3.57     149
4583.000000   175.6402519  15.4287285    1.28   99.00  0.333     3.07     149
3822.000000   175.6335558  15.4454939    1.27   99.00  0.334     3.16     149
5402.000000   175.6505809  15.410436    1.21   99.00  0.335     3.27     149
4602.000000   175.643363  15.4283069    1.20   99.00  0.331     2.93     149
1133.000000   175.7235341  15.4922033    1.27   99.00  0.334     3.20     149
5132.000000   175.7332098  15.4178349    1.27   99.00  0.335     3.30     149
844.000000   175.7186356  15.4998606    1.22   99.00  0.336     3.41     149
739.000000   175.6553486  15.5010631    1.26   99.00  0.337     3.53     149
2855.000000   175.6233396  15.4609631    1.26   99.00  0.339     3.78     149
5029.000000   175.6435369  15.4208165    1.21   99.00  0.333     3.16     149
5888.000000   175.7207443  15.3963179    1.24   99.00  0.339     3.81     149
5247.000000   175.7370543  15.4153824    1.22   99.00  0.337     3.57     149
558.000000   175.6978061  15.5047958    1.18   99.00  0.334     3.25     149
1443.000000   175.6463852  15.4882441    1.21   99.00  0.334     3.26     149
5701.000000   175.7251582  15.4010747    1.23   99.00  0.338     3.71     149
239.000000   175.6847901  15.5111779    1.22   99.00  0.337     3.59     149
5118.000000   175.7395972  15.4180963    1.22   99.00  0.337     3.59     149
286.000000   175.6619812  15.5105133    1.24   99.00  0.339     3.85     149
3611.000000   175.7522941  15.4488108    1.23   99.00  0.338     3.73     149
1936.000000   175.7337755  15.4786005    1.28   99.00  0.332     3.11     149
5794.000000   175.7169344  15.3998774    1.22   99.00  0.336     3.52     149
4951.000000   175.7146762  15.4301412    1.17   99.00  0.313     2.00     149
2722.000000   175.737441  15.4641688    1.20   99.00  0.330     2.96     149
2030.000000   175.7448163  15.4733928    1.27   99.00  0.336     3.54     149
638.000000   175.6500721  15.5033152    1.23   99.00  0.338     3.81     149
1135.000000   175.7223318  15.4922127    1.21   99.00  0.332     3.16     149
6408.000000   175.6880986  15.387729    1.26   99.00  0.338     3.82     149
1402.000000   175.7339577  15.4884834    1.27   99.00  0.335     3.47     148
149.000000   175.6565374  15.5077368    1.26   99.00  0.338     3.84     148
366.000000   175.6880568  15.5077767    1.21   99.00  0.334     3.38     148
5203.000000   175.7318689  15.4165491    1.27   99.00  0.333     3.29     148
5761.000000   175.7275134  15.3994812    1.23   99.00  0.338     3.87     148
4053.000000   175.7402831  15.4389348    0.70   24.53  0.082     3.12     148
2481.000000   175.6417151  15.4692504    1.20   99.00  0.328     2.88     148
356.000000   175.6994168  15.5091873    1.27   99.00  0.335     3.53     148
6423.000000   175.696378  15.3844638    1.25   99.00  0.339     4.05     148
6258.000000   175.7159021  15.389265    1.23   99.00  0.339     4.06     148
5378.000000   175.7319049  15.4099187    1.21   99.00  0.335     3.56     148
6180.000000   175.7195439  15.3905531    1.23   99.00  0.339     4.08     148
2289.000000   175.6367195  15.4731281    1.59   27.15  0.091     3.24     148
5985.000000   175.7217399  15.3939219    1.26   99.00  0.338     3.96     148
6434.000000   175.7004892  15.3837953    1.24   99.00  0.339     4.12     148
5233.000000   175.6926495  15.4157913    1.17   99.00  0.315     2.15     148
6159.000000   175.7090187  15.3904447    1.22   99.00  0.337     3.85     148
2005.000000   175.7397842  15.4777201    1.21   99.00  0.333     3.39     148
81.000000   175.6767617  15.5150013    1.26   99.00  0.337     3.87     148
6295.000000   175.7051068  15.3865313    1.23   99.00  0.338     4.02     148
6139.000000   175.6943757  15.3931614    1.27   99.00  0.334     3.51     148
431.000000   175.6788782  15.5075617    1.27   99.00  0.333     3.41     148
6040.000000   175.6936476  15.3843736    1.26   99.00  0.338     4.03     148
1571.000000   175.7190093  15.4842194    1.19   99.00  0.324     2.67     148
5499.000000   175.7306346  15.4064097    1.21   99.00  0.335     3.66     148
576.000000   175.6867071  15.5037834    1.19   99.00  0.330     3.14     148
1401.000000   175.7248959  15.4898291    1.28   99.00  0.330     3.15     148
5984.000000   175.7220246  15.394508    1.22   99.00  0.337     3.94     148
448.000000   175.6558717  15.5093913    1.22   99.00  0.337     3.94     148
2373.000000   175.7505689  15.4713592    1.27   99.00  0.336     3.82     148
3172.000000   175.7540226  15.4540266    1.22   99.00  0.336     3.83     148
1254.000000   175.7307762  15.4919068    1.21   99.00  0.333     3.47     148
