# ID    RA            DEC          photz   Mag     Int_Pz   Rad(_)   Rank   r      zband   c1      c2      sed  
  2278  175.6964044   15.4789584   0.96    99.0    0.194    1.73     104    0.0    0.0     0.21    0.0     3    
  2281  175.7347931   15.4729382   1.3     99.0    0.32     3.0      144    0.0    0.0     6.19    4.09    3    
  2285  175.7140915   15.472884    0.54    21.63   0.0      1.99     22     2.31   8.09    17.86   13.18   3    
  2291  175.6514826   15.4730676   0.96    99.0    0.194    2.48     97     0.0    0.0     0.77    0.0     3    
  2292  175.6317125   15.4729464   1.29    99.0    0.326    3.5      145    0.0    0.0     1.79    1.15    3    
  2293  175.6311718   15.4727293   0.99    99.0    0.206    3.52     96     0.0    0.0     2.29    0.15    3    
  2298  175.6302997   15.4726641   1.29    99.0    0.324    3.57     144    0.0    0.0     2.27    1.47    3    
  2301  175.6654662   15.472711    1.03    99.0    0.224    1.82     115    0.04   0.0     1.67    0.43    3    
  2305  175.7431583   15.4695834   0.99    99.0    0.203    3.38     96     0.0    0.0     1.72    0.09    3    
  2306  175.743568    15.4693804   0.96    99.0    0.194    3.39     92     0.0    0.0     0.78    0.0     3    
  2307  175.7417756   15.4712275   0.96    99.0    0.194    3.33     92     0.0    0.0     0.84    0.0     3    
  2308  175.7421231   15.4707118   1.27    99.0    0.336    3.34     149    0.0    0.0     3.22    1.91    3    
  2309  175.7417995   15.4700691   1.11    99.0    0.271    3.31     123    0.0    0.0     3.84    1.08    3    
  2325  175.7409065   15.4725354   0.96    99.0    0.194    3.32     92     0.0    0.0     0.72    0.0     3    
  2328  175.6287626   15.4724328   0.96    99.0    0.194    3.65     91     0.0    0.0     1.77    0.0     3    
  2330  175.62876     15.47163     0.96    99.0    0.195    3.63     91     0.0    0.0     178.65  1.2     3    
  2332  175.6775254   15.4708533   0.86    25.96   0.197    1.31     336    0.04   0.15    2.09    0.27    3    
  2343  175.7314174   15.4724809   0.96    99.0    0.194    2.82     94     0.0    0.0     0.32    0.0     3    
  2346  175.753579    15.4721632   0.96    99.0    0.194    4.0      90     0.0    0.0     62.52   0.0     3    
  2351  175.7484876   15.4719134   0.96    99.0    0.194    3.71     91     0.0    0.0     7.52    0.0     3    
  2352  175.7488588   15.4713902   0.96    99.0    0.194    3.72     91     0.0    0.0     1.53    0.0     3    
  2359  175.6444577   15.4720908   0.96    99.0    0.194    2.8      95     0.0    0.0     1.2     0.0     3    
  2361  175.7409126   15.4718196   0.96    99.0    0.194    3.3      92     0.0    0.0     1.08    0.0     3    
  2367  175.7390519   15.4715029   0.96    99.0    0.194    3.19     93     0.0    0.0     1.42    0.0     3    
  2373  175.7505689   15.4713592   1.27    99.0    0.336    3.82     148    0.0    0.0     2.61    1.56    3    
  2374  175.7546056   15.471128    1.2     99.0    0.33     4.03     145    0.0    0.0     29.38   13.55   3    
  2379  175.6335333   15.4692671   0.93    99.0    0.189    3.32     90     0.04   0.0     4.02    0.0     3    
  2381  175.6328549   15.4710779   1.13    99.0    0.297    3.4      133    0.03   0.0     4.33    1.53    3    
  2382  175.6334669   15.4706258   0.92    26.3    0.217    3.35     344    0.03   0.11    1.94    0.35    3    
  2390  175.6446765   15.4713826   0.96    99.0    0.194    2.77     95     0.0    0.0     1.42    0.0     3    
  2396  175.740475    15.4712525   0.99    99.0    0.207    3.26     98     0.0    0.0     0.44    0.03    3    
  2397  175.6466415   15.4711439   1.1     99.0    0.276    2.67     128    0.01   0.0     0.99    0.31    3    
  2398  175.6944566   15.4712245   1.22    99.0    0.336    1.25     170    0.0    0.0     1.09    0.54    3    
  2406  175.6960003   15.4697362   1.08    21.89   0.528    1.2      1000   0.82   6.37    61.38   46.13   3    
  2409  175.7411185   15.4708945   0.96    99.0    0.194    3.29     92     0.0    0.0     0.23    0.0     3    
  2414  175.7451804   15.470739    1.0     99.0    0.211    3.51     98     0.0    0.0     0.35    0.03    3    
  2419  175.6973286   15.4692222   1.81    23.18   0.003    1.2      40     0.32   1.94    85.51   97.27   3    
  2421  175.6547808   15.4706971   0.97    99.0    0.197    2.24     100    0.0    0.0     3.94    0.07    3    
  2425  175.6987813   15.4700108   1.35    23.61   0.4      1.28     711    0.16   1.31    28.05   27.54   3    
  2427  175.6378945   15.4703959   0.96    99.0    0.194    3.11     93     0.0    0.0     1.18    0.0     3    
  2428  175.646252    15.4694496   1.15    22.43   0.668    2.64     1208   0.46   3.87    45.71   36.64   3    
  2430  175.748727    15.4705002   0.96    99.0    0.194    3.7      91     0.0    0.0     0.92    0.0     3    
  2431  175.7393566   15.4703447   0.96    99.0    0.194    3.18     93     0.0    0.0     1.33    0.0     3    
  2437  175.641443    15.4703466   1.29    28.9    0.339    2.92     485    0.0    0.01    1.15    0.76    3    
  2447  175.6576044   15.4702965   0.96    99.0    0.194    2.09     100    0.0    0.0     0.35    0.0     3    
  2448  175.6644465   15.4700923   0.27    24.98   0.0      1.76     25     0.16   0.37    0.0     0.22    3    
  2454  175.6829355   15.4694064   0.3     22.71   0.0      1.12     37     1.39   2.99    3.63    2.81    3    
  2461  175.7440667   15.4691591   0.96    99.0    0.194    3.42     92     0.0    0.0     0.84    0.0     3    
  2464  175.6287263   15.4696228   1.08    99.0    0.248    3.59     113    0.0    0.0     1.33    0.29    3    
  2468  175.6281668   15.4692292   1.02    99.0    0.218    3.62     101    0.0    0.0     3.56    0.42    3    
  2479  175.6265175   15.4690429   0.96    99.0    0.194    3.71     91     0.0    0.0     1.29    0.0     3    
  2481  175.6417151   15.4692504   1.2     99.0    0.328    2.88     148    0.0    0.0     1.04    0.47    3    
  2482  175.7508412   15.4699836   0.96    99.0    0.194    3.81     90     0.0    0.0     1.89    0.0     3    
  2487  175.6505481   15.469055    0.96    99.0    0.194    2.41     97     0.0    0.0     0.6     0.0     3    
  2488  175.6506524   15.4686878   1.05    99.0    0.235    2.39     114    0.0    0.0     1.47    0.26    3    
  2492  175.7467574   15.4681207   0.96    99.0    0.194    3.55     91     0.0    0.0     0.95    0.0     3    
  2496  175.6290979   15.4690006   0.95    28.15   0.194    3.56     288    0.0    0.02    1.75    0.0     3    
  2502  175.667601    15.4688261   1.26    99.0    0.337    1.57     164    0.0    0.0     1.46    0.86    3    
  2506  175.6273879   15.4683642   0.96    99.0    0.194    3.65     91     0.0    0.0     1.09    0.0     3    
  2521  175.7277018   15.4687543   1.1     99.0    0.266    2.53     125    0.0    0.0     1.39    0.37    3    
  2525  175.6364259   15.4686074   0.96    99.0    0.194    3.15     93     0.0    0.0     0.19    0.0     3    
  2527  175.7417403   15.4685078   0.96    99.0    0.194    3.28     92     0.0    0.0     0.99    0.0     3    
  2529  175.7401094   15.4681073   1.18    99.0    0.321    3.18     144    0.0    0.0     2.73    1.16    3    
  2532  175.7461558   15.467896    1.15    99.0    0.296    3.51     133    0.0    0.0     2.88    1.0     3    
  2537  175.7446729   15.4680975   0.96    99.0    0.194    3.43     92     0.0    0.0     2.42    0.0     3    
  2539  175.6281774   15.467663    0.96    99.0    0.194    3.59     91     0.0    0.0     0.91    0.0     3    
  2540  175.7343476   15.4681537   0.96    99.0    0.194    2.87     94     0.0    0.0     1.2     0.0     3    
  2545  175.7430361   15.4681181   0.96    99.0    0.194    3.34     92     0.0    0.0     0.24    0.0     3    
  2561  175.6493198   15.4678142   0.94    28.15   0.194    2.44     294    0.0    0.02    1.21    0.0     3    
  2568  175.625207    15.4670273   0.96    99.0    0.194    3.75     91     0.0    0.0     2.47    0.0     3    
  2575  175.7445247   15.4672751   0.96    99.0    0.194    3.41     92     0.0    0.0     0.72    0.0     3    
  2579  175.6461674   15.4665756   1.08    99.0    0.247    2.58     117    0.0    0.0     1.96    0.42    3    
  2580  175.6467228   15.4671196   0.96    99.0    0.194    2.56     96     0.0    0.0     1.16    0.0     3    
  2581  175.6471335   15.4671687   1.06    27.71   0.283    2.54     426    0.01   0.03    1.0     0.31    3    
  2590  175.7411901   15.467125    1.1     99.0    0.266    3.22     122    0.0    0.0     1.8     0.48    3    
  2603  175.7331613   15.4669966   0.21    25.59   0.0      2.78     16     0.1    0.21    0.24    0.0     3    
  2604  175.7438191   15.4668706   0.96    99.0    0.194    3.36     92     0.0    0.0     0.5     0.0     3    
  2609  175.6643619   15.4669153   1.13    99.0    0.283    1.65     141    0.0    0.0     0.77    0.24    3    
  2610  175.7470954   15.4666192   0.98    99.0    0.2      3.54     94     0.0    0.0     3.44    0.12    3    
  2613  175.6262374   15.4635207   0.99    99.0    0.205    3.64     95     0.0    0.0     14.86   0.9     3    
  2614  175.6245571   15.4622497   0.96    99.0    0.194    3.72     91     0.0    0.0     0.88    0.0     3    
  2615  175.6240273   15.4620806   1.12    99.0    0.278    3.75     124    0.0    0.0     1.6     0.48    3    
  2617  175.6271815   15.4642931   1.25    99.0    0.339    3.6      150    0.0    0.0     1.56    0.86    3    
  2618  175.6269971   15.4634272   0.97    99.0    0.199    3.6      93     0.0    0.0     20.89   0.63    3    
  2619  175.6267748   15.4663226   0.99    99.0    0.21     3.65     97     0.03   0.0     3.53    0.37    3    
  2620  175.6262461   15.4647833   1.09    99.0    0.259    3.66     117    0.0    0.0     2.65    0.66    3    
  2621  175.6263191   15.4642608   0.96    99.0    0.194    3.65     91     0.0    0.0     2.42    0.0     3    
  2628  175.7338285   15.4666703   1.25    99.0    0.339    2.81     153    0.0    0.0     1.26    0.7     3    
  2631  175.7418859   15.4663515   1.17    99.0    0.311    3.25     140    0.0    0.0     1.66    0.65    3    
  2633  175.7491561   15.4664379   0.96    99.0    0.194    3.65     91     0.0    0.0     0.61    0.0     3    
  2638  175.7505737   15.466154    1.29    99.0    0.322    3.73     142    0.0    0.0     3.7     2.42    3    
  2639  175.6309692   15.4662447   1.17    99.0    0.311    3.41     139    0.0    0.0     1.02    0.4     3    
  2646  175.7425275   15.4660303   0.97    99.0    0.199    3.28     94     0.0    0.0     0.65    0.02    3    
  2647  175.742554    15.4655755   1.09    99.0    0.255    3.27     117    0.0    0.0     1.39    0.33    3    
  2648  175.6392831   15.4660018   0.96    99.0    0.194    2.95     94     0.0    0.0     0.48    0.0     3    
  2649  175.6539948   15.4661358   0.96    99.0    0.194    2.15     99     0.0    0.0     1.17    0.0     3    
  2654  175.70176     15.4658132   1.03    99.0    0.22     1.18     125    0.0    0.0     0.72    0.09    3    
  2662  175.6436148   15.4649697   0.96    99.0    0.194    2.69     95     0.0    0.0     0.05    0.0     3    
  2666  175.6303375   15.4653805   1.19    99.0    0.324    3.43     144    0.0    0.0     2.7     1.18    3    
  2671  175.6448803   15.4654432   0.96    99.0    0.194    2.63     96     0.0    0.0     0.21    0.0     3    
  2676  175.7387981   15.4654762   0.96    99.0    0.194    3.06     93     0.0    0.0     0.61    0.0     3    
  2679  175.7431747   15.4628415   1.07    99.0    0.241    3.27     111    0.0    0.0     2.63    0.52    3    
  2680  175.7461717   15.4641536   1.03    99.0    0.224    3.45     104    0.0    0.0     0.72    0.1     3    
  2682  175.7454032   15.4647988   1.0     99.0    0.21     3.42     98     0.0    0.0     3.37    0.28    3    
  2691  175.7381964   15.465234    0.96    99.0    0.194    3.02     93     0.0    0.0     0.43    0.0     3    
  2693  175.6442809   15.4649931   0.96    99.0    0.194    2.65     95     0.0    0.0     1.22    0.0     3    
  2696  175.7483333   15.4655793   0.96    99.0    0.194    3.6      91     0.0    0.0     0.79    0.0     3    
  2699  175.7468118   15.4647293   0.98    99.0    0.203    3.5      95     0.0    0.0     1.24    0.06    3    
  2703  175.7412162   15.4648363   0.96    99.0    0.194    3.19     93     0.0    0.0     0.16    0.0     3    
  2704  175.7136021   15.463114    1.05    23.0    0.457    1.64     821    0.27   2.29    19.95   15.42   3    
  2707  175.7246195   15.4634625   0.67    24.13   0.019    2.24     51     0.19   0.81    2.11    1.64    3    
  2709  175.7261317   15.4635673   0.76    20.7    0.007    2.33     33     2.99   19.05   77.98   48.31   3    
  2714  175.7414015   15.4643199   0.99    99.0    0.205    3.19     97     0.0    0.0     1.71    0.1     3    
  2719  175.688774    15.4629351   1.36    23.01   0.376    0.69     709    0.32   2.27    50.12   49.66   3    
  2720  175.6873928   15.462438    0.94    21.81   0.166    0.66     362    0.85   6.85    41.3    29.92   3    
  2722  175.737441    15.4641688   1.2     99.0    0.33     2.96     149    0.0    0.0     2.61    1.2     3    
  2728  175.7474001   15.4640429   0.96    99.0    0.194    3.52     91     0.0    0.0     0.83    0.0     3    
  2742  175.629218    15.4636407   1.02    99.0    0.216    3.47     100    0.0    0.0     1.21    0.13    3    
  2748  175.7468741   15.4636688   0.96    99.0    0.194    3.49     91     0.0    0.0     1.37    0.0     3    
  2749  175.6419248   15.4636225   0.99    99.0    0.204    2.76     99     0.0    0.0     0.9     0.05    3    
  2752  175.6227145   15.4633395   0.96    99.0    0.195    3.84     91     0.0    0.0     69.82   0.39    3    
  2761  175.6985487   15.4635099   1.12    28.9    0.293    0.95     448    0.0    0.01    0.74    0.24    3    
  2762  175.7403291   15.4634357   0.96    99.0    0.194    3.12     93     0.0    0.0     0.41    0.0     3    
  2767  175.65539     15.4617101   1.35    22.42   0.374    1.98     690    0.42   3.91    107.65  98.17   3    
  2769  175.6635562   15.4625152   1.23    23.66   0.646    1.56     1120   0.19   1.25    21.48   17.7    3    
  2773  175.7394166   15.4632814   0.96    99.0    0.194    3.06     93     0.0    0.0     0.77    0.0     3    
  2775  175.7463169   15.4616345   1.12    99.0    0.279    3.43     126    0.0    0.0     1.46    0.44    3    
  2781  175.6351011   15.4630714   0.2     26.79   0.0      3.13     14     0.03   0.07    0.0     0.0     3    
  2783  175.6345457   15.4629703   1.19    99.0    0.342    3.16     153    0.01   0.0     0.94    0.47    3    
  2785  175.7457642   15.4615758   0.96    99.0    0.194    3.4      92     0.0    0.0     0.19    0.0     3    
  2786  175.635787    15.463797    0.96    99.0    0.194    3.11     93     0.0    0.0     0.2     0.0     3    
  2789  175.6387487   15.4627664   0.99    99.0    0.205    2.92     98     0.0    0.0     1.66    0.1     3    
  2792  175.740736    15.4627087   0.96    99.0    0.194    3.13     93     0.0    0.0     0.48    0.0     3    
  2793  175.6229656   15.4623426   0.96    99.0    0.194    3.81     90     0.0    0.0     47.42   0.0     3    
  2803  175.6327951   15.4624603   1.11    99.0    0.268    3.26     122    0.0    0.0     1.25    0.34    3    
  2805  175.7368712   15.4624672   1.19    99.0    0.323    2.91     146    0.0    0.0     1.51    0.65    3    
  2808  175.741905    15.462048    1.14    99.0    0.295    3.19     133    0.0    0.0     0.29    0.1     3    
  2812  175.7405724   15.4622829   1.14    99.0    0.291    3.11     132    0.0    0.0     1.71    0.57    3    
  2815  175.627205    15.4619681   1.09    99.0    0.256    3.57     116    0.0    0.0     2.75    0.66    3    
  2821  175.6849519   15.459826    1.15    22.25   0.671    0.53     1274   0.53   4.57    52.97   44.06   3    
  2824  175.7130884   15.4642885   1.02    23.69   0.372    1.65     655    0.15   1.21    10.67   6.14    3    
  2825  175.7190069   15.4620954   0.96    99.0    0.194    1.91     102    0.0    0.0     0.42    0.0     3    
  2826  175.6354163   15.4620323   1.3     99.0    0.322    3.1      145    0.0    0.0     0.29    0.19    3    
  2827  175.640505    15.4620377   1.03    99.0    0.22     2.82     105    0.0    0.0     0.16    0.02    3    
  2832  175.6432828   15.4631102   0.52    24.21   0.073    2.68     137    0.24   0.75    0.41    1.56    3    
  2844  175.6327361   15.4607342   1.07    99.0    0.242    3.24     112    0.0    0.0     1.2     0.24    3    
  2845  175.6312675   15.4614151   0.94    28.15   0.194    3.33     289    0.0    0.02    1.01    0.0     3    
  2852  175.6802038   15.4564411   1.2     22.88   0.656    0.54     1214   0.26   2.56    37.67   29.38   3    
  2855  175.6233396   15.4609631   1.26    99.0    0.339    3.78     149    0.0    0.0     3.34    1.91    3    
  2860  175.6259143   15.461294    0.96    99.0    0.194    3.64     91     0.0    0.0     0.09    0.0     3    
  2864  175.6285668   15.4611957   0.96    99.0    0.194    3.48     91     0.0    0.0     0.51    0.0     3    
  2865  175.6316666   15.4609769   0.96    99.0    0.194    3.3      92     0.0    0.0     2.15    0.0     3    
  2866  175.6402498   15.4611294   0.96    99.0    0.194    2.82     94     0.0    0.0     0.87    0.0     3    
  2871  175.7403251   15.4608428   0.96    99.0    0.194    3.08     93     0.0    0.0     0.46    0.0     3    
  2883  175.7083658   15.4633353   1.35    25.7    0.303    1.38     503    0.06   0.19    10.28   8.55    3    
  2884  175.629205    15.4606209   0.98    99.0    0.2      3.44     94     0.0    0.0     0.88    0.03    3    
  2887  175.7250129   15.4604407   0.58    23.37   0.028    2.21     68     0.45   1.63    3.37    3.02    3    
  2895  175.6243303   15.4602641   0.96    99.0    0.194    3.72     91     0.0    0.0     0.58    0.0     3    
  2908  175.6262927   15.4598103   0.96    99.0    0.194    3.6      91     0.0    0.0     1.24    0.0     3    
  2909  175.6264199   15.459502    0.96    99.0    0.194    3.59     91     0.0    0.0     1.75    0.0     3    
  2912  175.7133259   15.4598701   0.18    23.4    0.0      1.55     28     0.79   1.58    1.71    0.47    3    
  2915  175.6287918   15.4600426   0.96    99.0    0.194    3.46     92     0.0    0.0     0.15    0.0     3    
  2916  175.7490203   15.4601532   0.96    99.0    0.194    3.57     91     0.0    0.0     0.1     0.0     3    
  2918  175.6327628   15.4600182   0.96    99.0    0.194    3.23     92     0.0    0.0     0.63    0.0     3    
  2924  175.6661566   15.4579277   1.31    23.1    0.479    1.32     862    0.25   2.09    48.75   43.65   3    
  2927  175.698283    15.4584988   1.14    23.53   0.653    0.74     1163   0.16   1.41    16.0    12.59   3    
  2928  175.7271495   15.4591681   0.19    17.86   0.0      2.32     19     116.95 260.62  131.83  87.1    3    
  2932  175.7518641   15.459516    0.96    99.0    0.194    3.73     91     0.0    0.0     1.91    0.0     3    
  2935  175.6416354   15.4598256   1.06    99.0    0.235    2.72     112    0.0    0.0     0.9     0.16    3    
  2940  175.6271388   15.4574594   0.96    99.0    0.194    3.53     91     0.0    0.0     0.66    0.0     3    
  2947  175.6282014   15.4610503   0.96    99.0    0.194    3.5      91     0.0    0.0     1.1     0.0     3    
  2951  175.6264379   15.4571444   0.98    99.0    0.201    3.57     94     0.0    0.0     0.72    0.03    3    
  2952  175.6236965   15.4590426   0.96    99.0    0.194    3.74     91     0.0    0.0     3.02    0.0     3    
  2953  175.6232524   15.4544125   1.13    99.0    0.283    3.75     127    0.0    0.0     2.05    0.64    3    
  2954  175.622213    15.4575646   1.12    99.0    0.279    3.82     125    0.0    0.0     2.75    0.83    3    
  2956  175.6255459   15.4540375   0.96    99.0    0.194    3.61     91     0.0    0.0     1.38    0.0     3    
  2958  175.6270076   15.4567716   0.96    99.0    0.194    3.54     91     0.0    0.0     2.91    0.0     3    
  2962  175.6234114   15.457607    1.09    99.0    0.253    3.75     114    0.0    0.0     4.13    0.96    3    
  2966  175.6225769   15.4565231   0.96    99.0    0.196    3.79     91     0.0    0.0     275.42  2.78    3    
  2969  175.6845269   15.4500089   1.24    99.0    0.339    0.21     257    0.0    0.0     2.33    1.26    3    
  2971  175.6808715   15.4516243   1.3     22.66   0.458    0.41     890    0.36   3.13    82.41   69.18   3    
  2977  175.6872413   15.4543502   1.25    22.47   0.619    0.18     1232   0.45   3.73    67.92   55.98   3    
  2986  175.6891167   15.4557365   1.23    22.24   0.64     0.27     1257   0.47   4.61    75.86   61.38   3    
  2987  175.6879153   15.4558985   1.28    23.5    0.585    0.27     1102   0.17   1.45    25.59   23.33   3    
  2993  175.6914872   15.4569505   1.3     22.36   0.464    0.39     914    0.37   4.13    104.71  87.1    3    
  2994  175.6343135   15.4594854   0.9     99.0    0.181    3.14     88     0.01   0.0     0.49    0.0     3    
  2995  175.6358266   15.4594404   1.07    28.15   0.267    3.05     394    0.0    0.02    1.05    0.27    3    
  2996  175.7373254   15.4593555   1.21    99.0    0.347    2.9      156    0.02   0.0     2.44    1.25    3    
  2999  175.6209333   15.4592147   0.96    99.0    0.194    3.9      90     0.0    0.0     1.87    0.0     3    
  3002  175.7427945   15.4589939   1.07    99.0    0.246    3.21     114    0.0    0.0     2.78    0.59    3    
  3005  175.7438311   15.4549005   1.3     99.0    0.318    3.24     143    0.0    0.0     60.26   40.18   3    
  3007  175.7441429   15.4535567   1.18    99.0    0.32     3.25     143    0.0    0.0     22.28   9.38    3    
  3011  175.6943047   15.4589516   1.2     24.95   0.638    0.58     1086   0.06   0.38    6.19    4.7     3    
  3013  175.6252116   15.4593009   0.96    99.0    0.194    3.66     91     0.0    0.0     1.2     0.0     3    
  3019  175.6200273   15.4590143   0.96    99.0    0.194    3.95     90     0.0    0.0     1.28    0.0     3    
  3023  175.6266076   15.4586719   0.96    99.0    0.194    3.57     91     0.0    0.0     1.25    0.0     3    
  3024  175.6316193   15.4595313   0.96    99.0    0.194    3.29     92     0.0    0.0     0.65    0.0     3    
  3026  175.7486779   15.4578658   0.96    99.0    0.194    3.53     91     0.0    0.0     5.06    0.0     3    
  3030  175.6586233   15.458838    0.96    99.0    0.194    1.75     103    0.0    0.0     1.0     0.0     3    
  3037  175.63787     15.4587372   0.87    27.39   0.178    2.93     275    0.06   0.04    2.42    0.0     3    
  3039  175.749923    15.4578452   0.96    99.0    0.194    3.61     91     0.0    0.0     0.83    0.0     3    
  3040  175.7517996   15.4575139   0.96    99.0    0.194    3.71     91     0.0    0.0     4.13    0.0     3    
  3041  175.7512547   15.4566973   1.29    99.0    0.328    3.68     145    0.0    0.0     2.19    1.39    3    
  3042  175.7517078   15.4567942   0.96    99.0    0.194    3.7      91     0.0    0.0     1.05    0.0     3    
  3043  175.7509744   15.4575175   1.14    99.0    0.295    3.66     132    0.0    0.0     3.02    1.04    3    
  3044  175.7501314   15.4569761   0.96    99.0    0.194    3.61     91     0.0    0.0     0.57    0.0     3    
  3045  175.7496177   15.4573214   0.96    99.0    0.194    3.59     91     0.0    0.0     0.94    0.0     3    
  3046  175.7508659   15.4581182   0.96    99.0    0.194    3.66     91     0.0    0.0     2.65    0.0     3    
  3047  175.7504431   15.458038    0.96    99.0    0.194    3.64     91     0.0    0.0     1.63    0.0     3    
  3048  175.7499034   15.4563085   0.96    99.0    0.194    3.6      91     0.0    0.0     2.19    0.0     3    
  3049  175.7494243   15.4567069   1.23    99.0    0.338    3.57     149    0.0    0.0     6.37    3.28    3    
  3051  175.7304318   15.4582547   0.33    21.93   0.0      2.49     18     2.61   6.14    7.52    6.43    3    
  3052  175.7541582   15.4586279   0.96    99.0    0.194    3.86     90     0.0    0.0     0.99    0.0     3    
  3053  175.7540861   15.4581507   1.28    99.0    0.329    3.85     145    0.0    0.0     2.4     1.51    3    
  3054  175.7419778   15.456917    1.29    99.0    0.326    3.14     146    0.0    0.0     34.99   22.49   3    
  3062  175.6538316   15.4580959   1.12    99.0    0.278    2.01     134    0.0    0.0     3.5     1.05    3    
  3077  175.6189109   15.4577272   0.96    99.0    0.194    4.01     90     0.0    0.0     2.86    0.0     3    
  3078  175.6187173   15.4574951   0.96    99.0    0.194    4.02     90     0.0    0.0     0.26    0.0     3    
  3079  175.7576347   15.4563744   1.11    99.0    0.273    4.04     122    0.0    0.0     2.23    0.64    3    
  3080  175.7563825   15.4569859   1.22    99.0    0.336    3.97     147    0.0    0.0     22.91   11.38   3    
  3081  175.7550328   15.4573557   0.96    99.0    0.196    3.9      91     0.0    0.0     4.37    0.04    3    
  3086  175.7202194   15.4575795   0.96    99.0    0.195    1.9      102    0.0    0.0     1.42    0.01    3    
  3090  175.6630831   15.4561251   1.3     99.0    0.318    1.46     158    0.0    0.0     1.66    1.11    3    
  3098  175.7482079   15.4574683   1.26    99.0    0.338    3.51     150    0.0    0.0     3.56    2.05    3    
  3110  175.6973493   15.4513166   1.24    24.51   0.591    0.54     1031   0.13   0.57    10.96   8.79    3    
  3114  175.6978597   15.453182    1.26    21.73   0.548    0.58     1072   1.8    7.38    158.49  131.83  3    
  3122  175.6288013   15.4567147   1.26    99.0    0.338    3.43     150    0.0    0.0     1.56    0.9     3    
  3134  175.6656677   15.4563973   1.24    99.0    0.339    1.32     169    0.0    0.0     1.87    1.01    3    
  3142  175.6548089   15.4567509   0.96    99.0    0.194    1.94     101    0.0    0.0     0.9     0.0     3    
  3145  175.6185746   15.4550687   0.96    99.0    0.194    4.02     90     0.0    0.0     2.27    0.0     3    
  3148  175.7539929   15.4558711   0.96    99.0    0.194    3.83     90     0.0    0.0     1.34    0.0     3    
  3152  175.7115327   15.4558214   1.03    24.44   0.388    1.39     666    0.09   0.61    5.06    3.53    3    
  3153  175.7517282   15.4559855   0.96    99.0    0.194    3.7      91     0.0    0.0     1.22    0.0     3    
  3163  175.7555842   15.4557964   0.96    99.0    0.194    3.92     90     0.0    0.0     1.42    0.0     3    
  3168  175.755399    15.4539718   0.96    99.0    0.194    3.91     90     0.0    0.0     1.75    0.0     3    
  3172  175.7540226   15.4540266   1.22    99.0    0.336    3.83     148    0.0    0.0     17.54   8.71    3    
  3173  175.7533516   15.4541932   1.03    99.0    0.221    3.79     101    0.0    0.0     16.75   2.13    3    
  3174  175.6211252   15.4552793   1.04    99.0    0.225    3.87     103    0.0    0.0     1.25    0.18    3    
  3175  175.6210726   15.455828    0.96    99.0    0.194    3.88     90     0.0    0.0     1.21    0.0     3    
  3176  175.6206634   15.4557367   0.96    99.0    0.194    3.9      90     0.0    0.0     0.5     0.0     3    
  3178  175.750965    15.4543392   0.96    99.0    0.194    3.65     91     0.0    0.0     0.48    0.0     3    
  3180  175.7513751   15.4537637   0.96    99.0    0.194    3.67     91     0.0    0.0     0.36    0.0     3    
  3182  175.7508884   15.4556016   0.96    99.0    0.194    3.65     91     0.0    0.0     2.56    0.0     3    
  3183  175.7523247   15.4532408   1.08    99.0    0.249    3.73     113    0.0    0.0     2.05    0.45    3    
  3186  175.6505432   15.4552362   0.92    22.36   0.159    2.17     305    0.61   4.13    26.06   15.7    3    
  3195  175.7543375   15.4515366   1.02    99.0    0.216    3.84     99     0.0    0.0     6.43    0.69    3    
  3196  175.7578732   15.453775    0.96    99.0    0.194    4.05     90     0.0    0.0     3.63    0.0     3    
  3197  175.757728    15.4551647   0.96    99.0    0.194    4.04     90     0.0    0.0     4.79    0.0     3    
  3198  175.7582944   15.4548688   0.98    99.0    0.202    4.08     93     0.0    0.0     3.47    0.15    3    
  3199  175.7569941   15.4523779   1.21    99.0    0.333    3.99     146    0.0    0.0     3.77    1.8     3    
  3202  175.7583485   15.4530574   1.0     99.0    0.21     4.07     96     0.0    0.0     4.49    0.38    3    
  3203  175.7577067   15.4527997   0.96    99.0    0.196    4.04     90     0.0    0.0     7.05    0.07    3    
  3205  175.6604238   15.455735    0.96    99.0    0.194    1.61     105    0.0    0.0     0.67    0.0     3    
  3212  175.6270236   15.4553879   0.96    99.0    0.194    3.53     91     0.0    0.0     0.55    0.0     3    
  3213  175.7496048   15.4557225   0.99    99.0    0.206    3.58     96     0.0    0.0     3.7     0.24    3    
  3215  175.6986991   15.4528922   0.97    22.59   0.225    0.63     458    0.45   3.34    22.28   16.14   3    
  3218  175.7562565   15.4551586   0.96    99.0    0.194    3.96     90     0.0    0.0     0.26    0.0     3    
  3222  175.6371841   15.455264    0.96    99.0    0.194    2.94     94     0.0    0.0     0.68    0.0     3    
  3226  175.6770705   15.4549162   0.55    23.74   0.023    0.66     96     0.37   1.16    2.07    2.17    3    
  3228  175.6356617   15.4549869   0.96    99.0    0.194    3.03     93     0.0    0.0     1.09    0.0     3    
  3230  175.7092971   15.453039    1.31    23.4    0.492    1.24     875    0.17   1.58    28.58   27.54   3    
  3231  175.7099999   15.4522131   1.25    22.34   0.627    1.28     1156   0.42   4.21    71.12   61.38   3    
  3233  175.7106446   15.4505594   1.29    23.05   0.547    1.31     982    0.29   2.19    38.37   35.97   3    
  3245  175.6705562   15.4549532   1.0     99.0    0.208    1.03     124    0.0    0.0     0.69    0.05    3    
