# ID    RA            DEC          photz   Mag     Int_Pz   Rad(_)   Rank   r      zband   c1      c2      sed  
  5097  175.7286315   15.420344    0.89    26.4    0.192    3.0      306    0.0    0.1     1.69    0.0     0    
  5098  175.72642     15.4191783   0.89    27.71   0.187    2.95     285    0.01   0.03    0.96    0.0     0    
  5101  175.6433292   15.4192348   1.56    99.0    0.125    3.22     65     0.0    0.0     0.27    0.79    0    
  5102  175.6421043   15.4191391   1.43    99.0    0.221    3.28     103    0.0    0.0     0.0     0.92    0    
  5111  175.6599871   15.4190638   1.68    99.0    0.017    2.52     25     0.0    0.0     0.42    0.7     0    
  5114  175.7109212   15.4190742   0.85    99.0    0.166    2.35     86     0.0    0.0     0.0     0.0     0    
  5116  175.7390415   15.4189501   1.43    99.0    0.221    3.54     102    0.0    0.0     0.0     0.74    0    
  5117  175.7384372   15.4188844   0.85    99.0    0.166    3.51     80     0.0    0.0     0.0     0.0     0    
  5133  175.6399098   15.4176213   1.44    99.0    0.218    3.44     101    0.0    0.0     0.09    2.25    0    
  5135  175.6435965   15.4183162   0.85    99.0    0.166    3.24     81     0.0    0.0     0.0     0.0     0    
  5147  175.7060211   15.4180295   1.43    99.0    0.22     2.26     109    0.0    0.0     0.0     0.04    0    
  5148  175.6392054   15.4179018   1.53    99.0    0.158    3.46     77     0.0    0.0     0.26    0.96    0    
  5155  175.7359559   15.4177068   1.72    99.0    0.005    3.44     15     0.0    0.0     1.03    1.56    0    
  5170  175.7250662   15.4159689   1.49    99.0    0.199    3.02     95     0.0    0.0     0.19    1.22    0    
  5172  175.7265989   15.4170788   1.51    99.0    0.182    3.04     88     0.0    0.0     0.65    3.08    0    
  5174  175.7263874   15.4136885   1.42    28.9    0.222    3.17     322    0.01   0.01    0.05    1.6     0    
  5175  175.7261996   15.4133654   1.42    28.9    0.223    3.18     323    0.0    0.01    0.0     1.33    0    
  5179  175.7258776   15.4131367   1.55    99.0    0.139    3.18     70     0.01   0.0     0.76    2.33    0    
  5180  175.726181    15.41653     1.43    99.0    0.221    3.04     104    0.0    0.0     0.0     1.82    0    
  5181  175.7260217   15.4144454   0.85    99.0    0.166    3.13     82     0.0    0.0     0.0     0.0     0    
  5182  175.7256419   15.4141667   0.85    99.0    0.166    3.12     82     0.0    0.0     0.0     0.0     0    
  5185  175.7253517   15.4167249   1.43    99.0    0.221    3.0      104    0.0    0.0     0.0     1.84    0    
  5195  175.7057143   15.4169774   2.59    99.0    0.0      2.31     19     0.0    0.0     0.56    0.69    0    
  5199  175.643701    15.4163572   1.43    99.0    0.221    3.31     103    0.0    0.0     0.0     0.5     0    
  5202  175.6592521   15.4166328   0.9     26.79   0.193    2.66     305    0.0    0.07    1.42    0.0     0    
  5205  175.7239344   15.4164361   0.88    26.51   0.19     2.96     302    0.0    0.09    1.27    0.0     0    
  5206  175.6428654   15.416408    1.43    99.0    0.221    3.35     103    0.0    0.0     0.0     0.78    0    
  5209  175.7392257   15.4172696   0.85    99.0    0.166    3.6      80     0.0    0.0     0.0     0.0     0    
  5224  175.6841532   15.4161544   0.69    26.95   0.029    2.13     64     0.01   0.06    0.2     0.06    0    
  5226  175.6574578   15.4159471   0.7     26.2    0.119    2.76     198    0.01   0.12    0.33    0.0     0    
  5229  175.6938666   15.415406    1.05    22.8    0.455    2.19     819    0.25   2.75    23.12   16.44   0    
  5235  175.729921    15.4158495   0.85    99.0    0.166    3.23     81     0.0    0.0     0.0     0.0     0    
  5244  175.7375208   15.4154972   0.85    99.0    0.166    3.59     80     0.0    0.0     0.0     0.0     0    
  5249  175.7281676   15.4151422   1.43    99.0    0.221    3.19     104    0.0    0.0     0.0     1.94    0    
  5252  175.6633897   15.415299    1.36    28.9    0.275    2.59     398    0.0    0.01    0.64    0.52    0    
  5253  175.6836082   15.4152223   0.84    26.79   0.182    2.18     292    0.01   0.07    0.97    0.0     0    
  5256  175.6454826   15.4151782   0.85    99.0    0.166    3.28     81     0.0    0.0     0.0     0.0     0    
  5257  175.643297    15.4152244   0.85    99.0    0.166    3.37     81     0.0    0.0     0.0     0.0     0    
  5259  175.6441044   15.4151578   1.54    99.0    0.147    3.34     73     0.0    0.0     0.22    0.74    0    
  5260  175.6438839   15.4147778   0.85    99.0    0.166    3.36     81     0.0    0.0     0.0     0.0     0    
  5261  175.6442761   15.4146928   1.43    99.0    0.221    3.35     103    0.0    0.0     0.0     0.33    0    
  5266  175.6997341   15.4149758   1.66    99.0    0.031    2.29     32     0.0    0.0     1.47    2.65    0    
  5274  175.6521047   15.4143678   1.72    99.0    0.004    3.04     17     0.0    0.0     5.92    8.87    0    
  5279  175.719845    15.4107417   0.85    99.0    0.166    3.06     82     0.0    0.0     0.0     0.0     0    
  5280  175.7233008   15.4100372   1.43    99.0    0.221    3.22     103    0.0    0.0     0.0     0.26    0    
  5287  175.7298509   15.4144839   1.43    99.0    0.221    3.28     103    0.0    0.0     0.0     0.24    0    
  5288  175.7372984   15.4144364   1.65    99.0    0.035    3.62     27     0.0    0.0     0.33    0.61    0    
  5297  175.7297405   15.4138777   1.61    99.0    0.075    3.3      44     0.0    0.0     0.2     0.45    0    
  5302  175.7262939   15.4159193   0.85    99.0    0.166    3.07     82     0.0    0.0     0.0     0.0     0    
  5303  175.6615844   15.4143795   0.9     26.95   0.191    2.69     300    0.01   0.06    1.8     0.0     0    
  5305  175.7071563   15.4136302   0.81    28.15   0.174    2.52     265    0.0    0.02    0.14    0.0     0    
  5306  175.6504582   15.413555    0.85    99.0    0.166    3.14     82     0.0    0.0     0.0     0.0     0    
  5315  175.7293468   15.41324     1.43    99.0    0.221    3.31     103    0.0    0.0     0.0     0.14    0    
  5317  175.6635669   15.4132073   0.93    28.9    0.194    2.69     285    0.0    0.01    0.38    0.0     0    
  5318  175.7329911   15.4130469   0.85    99.0    0.166    3.48     80     0.0    0.0     0.0     0.0     0    
  5328  175.6629503   15.4129556   0.88    27.71   0.186    2.72     285    0.01   0.03    0.86    0.0     0    
  5329  175.736346    15.4129723   1.43    99.0    0.221    3.63     102    0.0    0.0     0.0     0.74    0    
  5343  175.7289656   15.4138759   1.66    99.0    0.03     3.27     26     0.0    0.0     0.64    1.15    0    
  5348  175.7326847   15.4120228   1.48    99.0    0.201    3.5      94     0.0    0.0     0.45    3.05    0    
  5349  175.7333424   15.4117811   2.71    99.0    0.0      3.54     13     0.0    0.0     1.57    2.15    0    
  5350  175.7334746   15.4112196   1.64    99.0    0.042    3.57     30     0.0    0.0     1.34    2.56    0    
  5351  175.7338742   15.4109251   1.63    99.0    0.051    3.6      33     0.0    0.0     0.96    1.92    0    
  5352  175.7347142   15.4112479   1.43    99.0    0.221    3.62     102    0.0    0.0     0.0     0.09    0    
  5356  175.6509429   15.4147131   1.43    99.0    0.221    3.07     104    0.0    0.0     0.0     0.7     0    
  5365  175.7356108   15.4118213   0.85    99.0    0.166    3.64     80     0.0    0.0     0.0     0.0     0    
  5367  175.7342856   15.4106733   1.43    99.0    0.221    3.63     102    0.0    0.0     0.0     0.95    0    
  5375  175.653281    15.4128128   0.85    99.0    0.166    3.06     82     0.0    0.0     0.0     0.0     0    
  5379  175.7323824   15.4113606   1.43    99.0    0.221    3.52     102    0.0    0.0     0.0     0.19    0    
  5383  175.6684302   15.4112903   0.92    27.39   0.194    2.66     300    0.0    0.04    1.26    0.0     0    
  5388  175.7317345   15.4110464   1.43    99.0    0.221    3.5      102    0.0    0.0     0.0     0.52    0    
  5391  175.7182848   15.4088168   1.43    99.0    0.221    3.1      104    0.0    0.0     0.0     1.38    0    
  5396  175.7303456   15.4098199   1.68    99.0    0.019    3.5      21     0.0    0.0     0.94    1.58    0    
  5398  175.6498461   15.4105612   1.49    99.0    0.196    3.29     93     0.0    0.0     0.16    0.95    0    
  5403  175.7261537   15.4105012   1.43    99.0    0.221    3.3      103    0.0    0.0     0.0     0.99    0    
  5409  175.7202771   15.4087289   1.49    99.0    0.201    3.17     96     0.0    0.0     0.28    1.87    0    
  5418  175.7283821   15.4089032   1.55    99.0    0.138    3.46     69     0.0    0.0     0.17    0.54    0    
  5419  175.7327138   15.4101511   0.85    99.0    0.166    3.58     80     0.0    0.0     0.0     0.0     0    
  5422  175.6535903   15.4101271   1.43    99.0    0.221    3.17     104    0.0    0.0     0.0     0.69    0    
  5424  175.6560382   15.4100267   0.76    27.39   0.148    3.09     231    0.0    0.04    0.15    0.0     0    
  5426  175.7054178   15.4094996   1.66    25.21   0.013    2.71     37     0.04   0.3     11.07   14.32   0    
  5427  175.6546633   15.4097636   0.85    99.0    0.166    3.15     81     0.0    0.0     0.0     0.0     0    
  5429  175.7193615   15.4092464   1.43    99.0    0.221    3.11     104    0.0    0.0     0.0     1.05    0    
  5432  175.7238986   15.4072654   1.56    99.0    0.126    3.37     64     0.0    0.0     2.44    7.18    0    
  5434  175.722383    15.4085558   2.63    99.0    0.0      3.25     14     0.0    0.0     1.74    2.21    0    
  5436  175.7254109   15.4096684   0.85    99.0    0.166    3.31     81     0.0    0.0     0.0     0.0     0    
  5438  175.7275384   15.4095961   0.85    99.0    0.166    3.4      80     0.0    0.0     0.0     0.0     0    
  5444  175.7324484   15.4089489   1.43    99.0    0.221    3.62     102    0.0    0.0     0.0     0.26    0    
  5448  175.7333359   15.4092115   1.43    99.0    0.221    3.65     102    0.0    0.0     0.0     0.6     0    
  5449  175.6467835   15.4091675   0.85    99.0    0.166    3.48     80     0.0    0.0     0.0     0.0     0    
  5450  175.7298314   15.4091277   0.85    99.0    0.166    3.51     80     0.0    0.0     0.0     0.0     0    
  5451  175.6491752   15.409036    1.43    99.0    0.221    3.39     103    0.0    0.0     0.0     2.09    0    
  5452  175.6492467   15.4086028   1.43    99.0    0.221    3.41     103    0.0    0.0     0.0     0.11    0    
  5457  175.6470248   15.4089822   0.85    99.0    0.166    3.47     80     0.0    0.0     0.0     0.0     0    
  5458  175.6652684   15.4089245   0.78    26.3    0.156    2.87     253    0.0    0.11    0.51    0.0     0    
  5462  175.6519566   15.4089051   0.85    99.0    0.166    3.29     81     0.0    0.0     0.0     0.0     0    
  5464  175.7278572   15.4088349   1.43    99.0    0.221    3.44     103    0.0    0.0     0.0     0.44    0    
  5465  175.6502068   15.4087411   0.85    99.0    0.166    3.36     81     0.0    0.0     0.0     0.0     0    
  5466  175.6500497   15.4085069   1.43    99.0    0.221    3.38     103    0.0    0.0     0.0     4.09    0    
  5468  175.6912533   15.4100661   0.99    24.7    0.324    2.49     543    0.0    0.48    3.05    1.79    0    
  5474  175.704746    15.4066363   1.57    99.0    0.114    2.86     62     0.0    0.0     0.69    1.89    0    
  5477  175.7034028   15.4071139   1.65    99.0    0.039    2.8      32     0.0    0.0     0.52    0.98    0    
  5483  175.6624508   15.4085019   0.88    25.89   0.204    2.97     330    0.0    0.16    1.72    0.16    0    
  5484  175.656084    15.4088839   0.85    99.0    0.166    3.15     82     0.0    0.0     0.0     0.0     0    
  5490  175.6949348   15.408273    2.69    99.0    0.0      2.62     17     0.0    0.0     0.36    0.47    0    
  5491  175.6768207   15.4081655   1.51    26.95   0.177    2.67     280    0.0    0.06    0.64    2.05    0    
  5493  175.7252853   15.4080509   1.66    99.0    0.029    3.38     25     0.0    0.0     0.79    1.41    0    
  5504  175.6550412   15.4078161   1.43    99.0    0.221    3.23     103    0.0    0.0     0.0     0.22    0    
  5524  175.7042722   15.4062079   1.64    28.9    0.039    2.87     70     0.0    0.01    0.74    1.36    0    
  5525  175.7171407   15.4054329   1.43    99.0    0.221    3.23     103    0.0    0.0     0.0     0.42    0    
  5530  175.7177512   15.4061851   0.85    99.0    0.166    3.21     81     0.0    0.0     0.0     0.0     0    
  5531  175.7180971   15.4060657   0.85    99.0    0.166    3.23     81     0.0    0.0     0.0     0.0     0    
  5532  175.7319642   15.4072187   1.43    99.0    0.22     3.68     101    0.0    0.0     0.0     0.06    0    
  5535  175.6619506   15.4069831   1.46    28.15   0.217    3.06     323    0.0    0.02    0.16    1.5     0    
  5538  175.7194778   15.4070005   0.85    99.0    0.166    3.23     81     0.0    0.0     0.0     0.0     0    
  5540  175.7274587   15.4069746   1.43    99.0    0.22     3.51     102    0.0    0.0     0.0     0.08    0    
  5541  175.7224427   15.4068458   0.85    99.0    0.166    3.34     81     0.0    0.0     0.0     0.0     0    
  5543  175.7230526   15.4064427   0.85    99.0    0.166    3.38     81     0.0    0.0     0.0     0.0     0    
  5544  175.722236    15.4057694   2.7     99.0    0.0      3.38     13     0.0    0.0     5.65    7.87    0    
  5546  175.7294224   15.4065057   0.85    99.0    0.166    3.61     80     0.0    0.0     0.0     0.0     0    
  5552  175.7210124   15.4062799   1.45    99.0    0.216    3.31     101    0.0    0.0     0.03    0.44    0    
  5553  175.7266687   15.4063243   1.51    99.0    0.185    3.51     88     0.0    0.0     0.37    1.82    0    
  5554  175.7207756   15.4069585   1.59    99.0    0.095    3.27     52     0.0    0.0     0.63    1.56    0    
  5558  175.7201831   15.406143    0.85    99.0    0.166    3.29     81     0.0    0.0     0.0     0.0     0    
  5563  175.6716567   15.4056989   0.75    26.2    0.143    2.9      234    0.01   0.12    0.59    0.0     0    
  5565  175.6656145   15.4050144   0.85    99.0    0.166    3.07     82     0.0    0.0     0.0     0.0     0    
  5566  175.7267858   15.4056073   1.43    99.0    0.221    3.55     102    0.0    0.0     0.0     0.84    0    
  5568  175.7005262   15.4050761   1.43    99.0    0.221    2.87     105    0.0    0.0     0.0     0.62    0    
  5569  175.7279771   15.405559    1.43    99.0    0.221    3.6      102    0.0    0.0     0.0     0.51    0    
  5571  175.7093074   15.4052029   2.43    99.0    0.0      3.03     15     0.0    0.0     2.86    3.34    0    
  5574  175.7288921   15.4052396   1.65    99.0    0.032    3.64     25     0.0    0.0     0.73    1.33    0    
  5576  175.7304609   15.4041449   1.43    99.0    0.221    3.75     101    0.0    0.0     0.0     0.94    0    
  5580  175.7190208   15.4053843   1.48    99.0    0.202    3.29     95     0.0    0.0     0.03    0.21    0    
  5583  175.6595476   15.4050384   1.43    99.0    0.221    3.23     103    0.0    0.0     0.0     1.26    0    
  5584  175.7071107   15.4051918   1.43    99.0    0.221    2.99     104    0.0    0.0     0.0     0.65    0    
  5587  175.671073    15.405261    0.79    26.51   0.164    2.93     263    0.0    0.09    0.5     0.0     0    
  5589  175.6733378   15.4050876   1.39    27.15   0.229    2.9      353    0.0    0.05    0.0     1.63    0    
  5591  175.7283328   15.4047532   2.66    99.0    0.0      3.65     13     0.0    0.0     3.87    5.6     0    
  5592  175.7180562   15.4049347   1.43    99.0    0.221    3.29     103    0.0    0.0     0.0     0.58    0    
  5593  175.6897721   15.4044934   0.5     23.29   0.0      2.82     16     0.54   1.75    2.91    2.51    0    
  5602  175.7192785   15.4047578   1.43    99.0    0.22     3.33     103    0.0    0.0     0.0     0.08    0    
  5606  175.6624395   15.4044107   0.9     26.3    0.192    3.18     306    0.0    0.11    2.17    0.0     0    
  5612  175.7179732   15.4042155   0.85    99.0    0.166    3.32     81     0.0    0.0     0.0     0.0     0    
  5613  175.6764872   15.4043234   0.85    99.0    0.166    2.9      83     0.0    0.0     0.0     0.0     0    
  5620  175.7277012   15.4040329   0.85    99.0    0.166    3.66     80     0.0    0.0     0.0     0.0     0    
  5624  175.7125289   15.4040827   1.46    99.0    0.212    3.17     100    0.0    0.0     0.04    0.42    0    
  5625  175.7225911   15.4039684   1.63    99.0    0.051    3.48     34     0.0    0.0     0.26    0.52    0    
  5631  175.7183061   15.4067242   0.85    99.0    0.166    3.2      81     0.0    0.0     0.0     0.0     0    
  5632  175.691839    15.4036812   0.91    26.4    0.221    2.87     351    0.0    0.1     1.07    0.17    0    
  5641  175.7186255   15.4034051   1.54    99.0    0.147    3.38     73     0.0    0.0     0.22    0.74    0    
  5642  175.7263595   15.4035134   1.62    99.0    0.056    3.63     35     0.0    0.0     0.38    0.78    0    
  5643  175.6874533   15.4034696   1.43    99.0    0.221    2.88     105    0.0    0.0     0.0     0.67    0    
  5649  175.7200793   15.4027739   1.47    99.0    0.211    3.46     98     0.0    0.0     0.38    3.7     0    
  5650  175.7267316   15.4032135   1.6     99.0    0.079    3.66     44     0.0    0.0     0.7     1.6     0    
  5660  175.7163875   15.4030255   2.63    99.0    0.0      3.34     14     0.0    0.0     0.41    0.52    0    
  5666  175.7059992   15.4031428   1.43    99.0    0.22     3.08     104    0.0    0.0     0.0     0.01    0    
  5667  175.6795615   15.4019591   0.86    25.21   0.195    3.0      325    0.0    0.3     0.43    0.76    0    
  5669  175.7218547   15.4030403   0.85    99.0    0.166    3.5      80     0.0    0.0     0.0     0.0     0    
  5670  175.7278649   15.4029112   0.85    99.0    0.166    3.71     79     0.0    0.0     0.0     0.0     0    
  5673  175.6678089   15.4013715   1.43    99.0    0.221    3.22     103    0.0    0.0     0.0     0.25    0    
  5675  175.6665796   15.4025108   1.4     28.9    0.227    3.18     328    0.0    0.01    0.0     0.39    0    
  5676  175.6665821   15.4019166   0.83    25.82   0.182    3.21     296    0.0    0.17    1.46    0.0     0    
  5681  175.7154611   15.4027486   0.85    99.0    0.166    3.32     81     0.0    0.0     0.0     0.0     0    
  5687  175.7144911   15.4026381   1.5     99.0    0.191    3.3      91     0.0    0.0     0.19    1.04    0    
  5688  175.6673173   15.4024038   0.76    26.2    0.138    3.17     225    0.0    0.12    0.27    0.08    0    
  5692  175.7224209   15.4023701   1.48    99.0    0.206    3.55     96     0.0    0.0     0.15    1.18    0    
  5693  175.728853    15.402371    0.96    99.0    0.195    3.78     91     0.0    0.0     0.02    0.0     0    
  5695  175.6628363   15.4021051   0.85    99.0    0.166    3.29     81     0.0    0.0     0.0     0.0     0    
  5699  175.721975    15.4011657   1.69    99.0    0.015    3.6      19     0.0    0.0     0.25    0.41    0    
  5702  175.7244704   15.3999839   0.85    99.0    0.166    3.74     79     0.0    0.0     0.0     0.0     0    
  5716  175.6655439   15.4022069   1.43    99.0    0.221    3.22     103    0.0    0.0     0.0     0.77    0    
  5718  175.7158734   15.4021342   1.43    99.0    0.221    3.37     103    0.0    0.0     0.0     0.5     0    
  5719  175.7194473   15.4021829   0.85    99.0    0.166    3.47     80     0.0    0.0     0.0     0.0     0    
  5723  175.6983913   15.4019797   1.52    99.0    0.17     3.03     84     0.0    0.0     0.17    0.7     0    
  5726  175.7289092   15.4015941   0.85    99.0    0.166    3.81     79     0.0    0.0     0.0     0.0     0    
  5727  175.7287335   15.401567    1.43    99.0    0.221    3.81     101    0.0    0.0     0.0     0.37    0    
  5732  175.6655498   15.4016223   1.43    99.0    0.221    3.25     103    0.0    0.0     0.0     0.71    0    
  5735  175.7205489   15.4028298   0.85    99.0    0.166    3.47     80     0.0    0.0     0.0     0.0     0    
  5739  175.6662831   15.4012712   0.85    99.0    0.166    3.26     81     0.0    0.0     0.0     0.0     0    
  5741  175.671509    15.4012453   0.85    99.0    0.166    3.15     81     0.0    0.0     0.0     0.0     0    
  5747  175.7280551   15.401161    1.43    99.0    0.22     3.8      101    0.0    0.0     0.0     0.06    0    
  5749  175.705821    15.4010012   1.43    99.0    0.221    3.2      104    0.0    0.0     0.0     0.11    0    
  5752  175.664728    15.4004968   1.4     26.51   0.226    3.34     355    0.01   0.09    0.0     4.17    0    
  5757  175.6670959   15.4009603   0.85    99.0    0.166    3.26     81     0.0    0.0     0.0     0.0     0    
  5760  175.7272093   15.3996877   2.62    99.0    0.0      3.84     12     0.0    0.0     5.81    7.31    0    
  5769  175.6677409   15.4000821   0.79    26.3    0.172    3.29     275    0.03   0.11    1.21    0.0     0    
  5776  175.7252791   15.4006202   0.85    99.0    0.166    3.73     79     0.0    0.0     0.0     0.0     0    
  5779  175.6772185   15.4009668   1.0     20.69   0.337    3.09     666    2.07   19.23   148.59  96.38   0    
  5786  175.6884969   15.4002541   0.85    99.0    0.166    3.07     82     0.0    0.0     0.0     0.0     0    
  5790  175.7258152   15.4001047   0.85    99.0    0.166    3.78     79     0.0    0.0     0.0     0.0     0    
  5795  175.7043704   15.3995817   1.6     99.0    0.077    3.25     45     0.0    0.0     2.4     5.45    0    
  5797  175.7207362   15.3996638   0.85    99.0    0.166    3.64     80     0.0    0.0     0.0     0.0     0    
  5805  175.7261825   15.3995573   1.43    99.0    0.221    3.82     101    0.0    0.0     0.0     0.9     0    
  5808  175.7172527   15.3981561   2.64    99.0    0.0      3.62     13     0.0    0.0     0.54    0.69    0    
  5821  175.6952552   15.3989515   1.54    99.0    0.155    3.17     77     0.0    0.0     0.24    0.86    0    
  5822  175.6737132   15.3988971   1.64    28.15   0.039    3.26     69     0.0    0.02    1.5     2.75    0    
  5826  175.7245892   15.3987124   1.43    99.0    0.221    3.81     101    0.0    0.0     0.0     0.14    0    
  5831  175.7238656   15.3980337   2.59    99.0    0.0      3.82     12     0.0    0.0     4.29    5.3     0    
  5841  175.7237927   15.3972277   1.43    99.0    0.221    3.86     101    0.0    0.0     0.0     1.03    0    
  5854  175.6722271   15.3972447   1.51    26.12   0.179    3.37     288    0.0    0.13    1.24    3.6     0    
  5855  175.6939962   15.4027277   0.98    22.5    0.262    2.94     481    0.44   3.63    26.06   17.22   0    
  5857  175.6758803   15.3976355   1.64    27.71   0.034    3.3      63     0.0    0.03    1.13    1.91    0    
  5858  175.6762315   15.3978863   0.86    25.82   0.195    3.28     316    0.0    0.17    1.66    0.1     0    
  5861  175.7137653   15.3978615   2.59    99.0    0.0      3.54     13     0.0    0.0     0.17    0.21    0    
  5863  175.6987382   15.3977433   2.71    99.0    0.0      3.28     14     0.0    0.0     1.31    1.8     0    
  5864  175.7161091   15.3978054   2.45    99.0    0.0      3.6      13     0.0    0.0     0.68    0.8     0    
  5868  175.7078916   15.3971171   1.52    99.0    0.174    3.45     83     0.0    0.0     0.82    3.53    0    
  5872  175.6740962   15.3975578   1.58    99.0    0.107    3.33     57     0.0    0.0     1.0     2.63    0    
  5874  175.7127734   15.397445    0.85    99.0    0.166    3.54     80     0.0    0.0     0.0     0.0     0    
  5875  175.7084415   15.3974374   1.43    99.0    0.221    3.45     103    0.0    0.0     0.0     1.31    0    
  5881  175.6726852   15.3967634   2.7     99.0    0.0      3.39     13     0.0    0.0     1.74    2.29    0    
  5882  175.6742796   15.396853    1.5     99.0    0.191    3.37     91     0.0    0.0     0.61    3.34    0    
  5883  175.6970671   15.3972311   1.72    99.0    0.004    3.29     15     0.0    0.0     0.63    0.95    0    
  5885  175.7174984   15.3971747   0.85    99.0    0.166    3.68     79     0.0    0.0     0.0     0.0     0    
  5891  175.6791482   15.3962929   1.37    27.39   0.265    3.34     401    0.0    0.04    2.11    1.77    0    
  5895  175.7132149   15.3969455   1.43    99.0    0.22     3.58     102    0.0    0.0     0.0     0.02    0    
  5896  175.7138098   15.3967955   1.58    99.0    0.108    3.6      56     0.0    0.0     0.23    0.61    0    
  5898  175.6725894   15.3958966   1.43    99.0    0.221    3.45     103    0.0    0.0     0.0     2.29    0    
  5899  175.6715234   15.3955216   1.43    99.0    0.221    3.48     102    0.0    0.0     0.0     1.63    0    
  5902  175.672995    15.3953019   0.85    99.0    0.166    3.47     80     0.0    0.0     0.0     0.0     0    
  5907  175.672499    15.3951899   1.53    99.0    0.161    3.49     78     0.0    0.0     0.14    0.53    0    
  5915  175.6724104   15.3944337   1.55    99.0    0.142    3.53     70     0.0    0.0     0.58    1.89    0    
  5916  175.6719439   15.3943099   1.58    99.0    0.099    3.55     53     0.0    0.0     0.34    0.86    0    
  5919  175.6710132   15.3932898   0.85    99.0    0.166    3.62     80     0.0    0.0     0.0     0.0     0    
  5926  175.708413    15.3935054   1.69    99.0    0.015    3.67     18     0.0    0.0     0.31    0.51    0    
  5939  175.7025055   15.3958554   2.59    99.0    0.0      3.44     13     0.0    0.0     10.19   12.59   0    
  5941  175.6832847   15.395618    2.56    27.71   0.0      3.36     14     0.03   0.03    34.36   42.07   0    
  5942  175.7222767   15.3959797   0.85    99.0    0.166    3.87     79     0.0    0.0     0.0     0.0     0    
  5945  175.7208539   15.3958857   0.85    99.0    0.166    3.84     79     0.0    0.0     0.0     0.0     0    
  5949  175.6733344   15.3958336   0.85    99.0    0.166    3.44     80     0.0    0.0     0.0     0.0     0    
  5951  175.7150302   15.3964811   0.85    99.0    0.166    3.65     80     0.0    0.0     0.0     0.0     0    
  5953  175.6931847   15.3956356   1.53    99.0    0.167    3.36     81     0.0    0.0     0.32    1.28    0    
  5955  175.7169946   15.3955541   1.54    99.0    0.155    3.75     75     0.0    0.0     0.41    1.47    0    
  5957  175.6762594   15.3953208   0.94    26.79   0.199    3.43     310    0.0    0.07    2.58    0.07    0    
  5961  175.6748148   15.3949295   1.43    99.0    0.221    3.47     102    0.0    0.0     0.0     1.25    0    
  5963  175.7044718   15.3954585   1.43    99.0    0.221    3.49     102    0.0    0.0     0.0     0.43    0    
  5964  175.7183946   15.395387    1.43    99.0    0.221    3.79     101    0.0    0.0     0.0     0.47    0    
  5965  175.718716    15.3950878   1.43    99.0    0.221    3.82     101    0.0    0.0     0.0     0.52    0    
  5967  175.719703    15.3952341   1.67    99.0    0.023    3.84     21     0.0    0.0     0.11    0.19    0    
  5969  175.724225    15.3953958   1.43    99.0    0.221    3.96     101    0.0    0.0     0.0     0.22    0    
  5971  175.721465    15.3952637   1.43    99.0    0.221    3.89     101    0.0    0.0     0.0     2.23    0    
  5972  175.7213717   15.3948757   1.43    99.0    0.221    3.9      101    0.0    0.0     0.0     0.95    0    
  5973  175.6737688   15.3952771   0.85    99.0    0.166    3.46     80     0.0    0.0     0.0     0.0     0    
  5976  175.7033932   15.3951167   1.45    99.0    0.216    3.49     100    0.0    0.0     0.09    1.34    0    
  5981  175.7120957   15.3948441   1.43    99.0    0.221    3.67     102    0.0    0.0     0.0     0.85    0    
  5982  175.7235546   15.3934619   1.43    99.0    0.221    4.04     101    0.0    0.0     0.0     0.4     0    
  5983  175.7240493   15.3937906   0.85    99.0    0.166    4.04     78     0.0    0.0     0.0     0.0     0    
  5987  175.723852    15.3941187   1.43    99.0    0.221    4.02     101    0.0    0.0     0.0     0.52    0    
  5988  175.7231973   15.393899    1.43    99.0    0.221    4.01     101    0.0    0.0     0.0     0.44    0    
  5989  175.7235385   15.3943102   1.43    99.0    0.221    4.0      101    0.0    0.0     0.0     0.44    0    
  5990  175.7233939   15.3941517   1.43    99.0    0.221    4.0      101    0.0    0.0     0.0     0.32    0    
  5992  175.691703    15.3949685   0.85    99.0    0.166    3.39     80     0.0    0.0     0.0     0.0     0    
  5993  175.6787739   15.3948267   1.43    99.0    0.22     3.43     102    0.0    0.0     0.0     0.01    0    
  5999  175.6790118   15.3917729   1.43    99.0    0.221    3.61     102    0.0    0.0     0.0     3.6     0    
  6000  175.6793793   15.3897643   0.85    99.0    0.166    3.73     79     0.0    0.0     0.0     0.0     0    
  6002  175.6733292   15.3946396   2.7     99.0    0.0      3.51     13     0.0    0.0     0.77    1.01    0    
  6003  175.6835978   15.386068    1.43    99.0    0.22     3.93     101    0.0    0.0     0.0     0.01    0    
  6004  175.6849861   15.3831334   0.85    99.0    0.166    4.1      78     0.0    0.0     0.0     0.0     0    
  6005  175.6890532   15.385896    1.43    99.0    0.221    3.93     101    0.0    0.0     0.0     1.85    0    
  6022  175.6795209   15.3912049   0.85    99.0    0.166    3.64     80     0.0    0.0     0.0     0.0     0    
  6036  175.6830884   15.3855493   0.85    99.0    0.166    3.96     79     0.0    0.0     0.0     0.0     0    
  6047  175.6781735   15.3892158   0.85    99.0    0.166    3.77     79     0.0    0.0     0.0     0.0     0    
  6058  175.6801141   15.3914736   1.68    99.0    0.02     3.62     21     0.0    0.0     1.69    2.86    0    
  6061  175.6861651   15.3854905   0.85    99.0    0.166    3.96     79     0.0    0.0     0.0     0.0     0    
  6069  175.6743433   15.3936103   0.92    25.82   0.194    3.55     313    0.0    0.17    4.83    0.0     0    
